DATE/TIME(UTC),Lat. , Long.,COG,SOG,Heading,Rate of Turn,Rudder,Speed Through Water,Trip Log,Depht,Time,HEEL,AWS,TWS,TWA,AWA,TWD
09/21/2015 01:13:21.80 pm,43.4739143,6.998944799999999,71.92339202277225,6.084233261339092,71.95203991252879,-39.55041716118803,-1.850653678272559,6.103671706263499,0,,40401.8,-9.619961380246524,13.218142548596113,7.522678185745141,32.21741682020619,17.945038143497385,105.80811602680913
09/21/2015 01:13:22.80 pm,43.4739238,6.9989835,69.34508194468354,6.220302375809936,71.25303140246918,-32.62905118614549,-1.9251381916395665,6.103671706263499,0,,40402.8,-10.490857228845375,12.79049676025918,7.250539956803455,32.486706983917685,17.624181778224127,105.49871881743849
09/21/2015 01:13:23.80 pm,43.4739358,6.999021099999999,68.14760015286012,6.375809935205184,70.58840036011742,-25.378198669040533,-2.1715100435458203,6.084233261339092,0,,40403.8,-11.298727719979835,12.98488120950324,7.425485961123111,32.692971790164776,18.06535928047486,105.00597511362598
09/21/2015 01:13:24.80 pm,43.4739471,6.9990586,68.58304807715955,6.200863930885529,69.84928480439866,-68.2245555467186,-2.3949635836468413,6.064794816414687,0,,40404.700000000004,-11.550829149837396,12.712742980561556,7.075593952483802,33.11696055856159,17.98514518915654,104.63355254679094
09/21/2015 01:13:25.80 pm,43.473957,6.9990941,69.54561717297932,5.987041036717063,68.45126778427945,-124.5839429732462,-2.182969199448437,6.006479481641469,0,,40405.8,-10.450750183186216,13.1792656587473,7.639308855291577,34.068070498478754,19.148249513272113,104.31842575946898
09/21/2015 01:13:26.80 pm,43.4739666,6.9991276,67.31108177196911,5.850971922246221,66.75531271069222,-99.86493224750369,-0.040107045659157625,5.909287257019439,0,,40406.8,-12.301403861458775,12.98488120950324,7.794816414686824,35.6379748571372,20.380108772803382,104.18091588863759
