----------------------------- log1Hz20170708_1239.log --------------------------
Date	Time	Ts	Boatspeed	AW_angle	AW_speed	Heading	TW_angle	TW_speed	TW_Dir	Ext_SOG	Ext_COG	Latitudine	Longitudine	BS_target	TWA_target	BS_polar	Type_tgt	LeewayAng	LeewayMod	SET	DRIFT
08/07/17	12:39:06	11651	5.10	346	9.40	309	-29	4.61	288	4.10	312	4540.8145N	1341.0614E	0.00	0	0.00	E	-2.05	0.13	84	1.40	
08/07/17	12:39:07	11652	4.70	350	9.30	299	-20	4.74	287	4.10	312	4540.8154N	1341.0602E	0.00	0	0.00	E	-2.36	0.19	79	2.57	
08/07/17	12:39:08	11653	4.70	350	9.30	299	-20	4.74	287	3.80	297	4540.8159N	1341.0591E	0.00	0	0.00	E	-2.44	0.20	73	3.60	
08/07/17	12:39:09	11654	4.40	350	9.30	292	-18	5.02	280	3.80	297	4540.8164N	1341.0583E	0.00	0	0.00	E	-2.44	0.19	68	2.61	
08/07/17	12:39:10	11655	4.40	354	9.20	292	-12	4.85	285	3.80	297	4540.8179N	1341.0562E	0.00	0	0.00	E	-2.42	0.19	63	1.42	
08/07/17	12:39:11	11656	4.40	354	9.20	292	-12	4.85	285	3.60	297	4540.8179N	1341.0555E	0.00	0	0.00	E	-2.43	0.19	59	0.92	
08/07/17	12:39:12	11657	4.10	356	9.00	284	-7	4.92	281	3.60	297	4540.8184N	1341.0541E	0.00	0	0.00	E	-2.49	0.18	55	0.73	
08/07/17	12:39:13	11658	4.10	356	9.00	284	-7	4.92	281	3.30	289	4540.8188N	1341.0530E	0.00	0	0.00	E	-2.53	0.18	51	0.73	
08/07/17	12:39:14	11659	3.80	356	9.00	278	-7	5.21	275	3.40	289	4540.8188N	1341.0524E	0.00	0	0.00	E	-2.54	0.18	48	0.64	
08/07/17	12:39:15	11660	3.80	359	8.80	278	-2	5.00	280	3.40	289	4540.8193N	1341.0510E	0.00	0	0.00	E	-2.53	0.17	45	0.61	
08/07/17	12:39:16	11661	3.80	359	8.80	278	-2	5.00	280	3.70	287	4540.8198N	1341.0492E	5.82	318	0.25	Y	1.87	0.12	32	0.74	
08/07/17	12:39:17	11662	3.60	2	8.20	270	4	4.61	281	3.70	287	4540.8198N	1341.0479E	5.82	318	0.25	Y	1.67	0.11	32	0.81	
08/07/17	12:39:18	11663	3.60	2	8.20	270	4	4.61	281	4.20	279	4540.8203N	1341.0465E	5.55	43	0.77	Y	1.90	0.12	31	0.88	
08/07/17	12:39:19	11664	3.70	2	8.20	257	5	4.51	268	4.30	279	4540.8203N	1341.0457E	5.17	44	1.09	Y	1.90	0.12	30	1.06	
08/07/17	12:39:20	11665	3.70	8	7.80	257	15	4.16	282	4.30	279	4540.8203N	1341.0441E	5.04	45	1.29	Y	1.92	0.12	29	1.37	
08/07/17	12:39:21	11666	3.70	8	7.80	257	15	4.16	282	4.90	264	4540.8203N	1341.0416E	5.01	45	1.73	Y	2.01	0.13	28	1.46	
08/07/17	12:39:23	11667	4.10	15	8.00	239	29	4.16	282	4.90	264	4540.8198N	1341.0394E	4.80	45	2.41	Y	2.16	0.15	27	1.52	
08/07/17	12:39:23	11668	4.10	15	8.00	239	29	4.16	282	5.00	233	4540.8193N	1341.0380E	4.89	45	3.42	Y	2.26	0.16	26	1.17	
08/07/17	12:39:24	11669	4.50	15	8.00	220	32	3.82	264	5.00	233	4540.8184N	1341.0369E	4.89	45	3.42	Y	2.28	0.17	24	0.90	
08/07/17	12:39:25	11670	4.50	25	8.20	220	50	4.53	287	5.00	233	4540.8174N	1341.0352E	5.15	44	5.16	Y	2.41	0.19	23	1.00	
08/07/17	12:39:26	11671	4.50	25	8.20	220	50	4.53	287	5.70	213	4540.8154N	1341.0330E	5.33	44	5.53	Y	2.39	0.19	22	1.02	
08/07/17	12:39:27	11672	5.00	37	8.00	202	73	4.98	268	5.70	213	4540.8140N	1341.0316E	5.68	43	6.14	Y	2.31	0.19	21	0.92	
08/07/17	12:39:28	11673	5.00	37	8.00	202	73	4.98	292	5.90	197	4540.8130N	1341.0309E	5.68	43	6.14	Y	1.36	0.12	21	0.87	
08/07/17	12:39:29	11674	5.00	37	8.00	202	73	4.98	292	5.90	197	4540.8120N	1341.0304E	5.90	42	6.47	Y	1.20	0.10	21	0.88	
08/07/17	12:39:30	11675	5.30	44	7.40	186	90	5.16	291	5.90	197	4540.8105N	1341.0295E	5.90	42	6.47	Y	1.01	0.09	21	0.80	
08/07/17	12:39:31	11676	5.30	44	7.40	186	90	5.16	291	6.10	177	4540.8081N	1341.0293E	6.03	139	6.55	Y	1.20	0.11	22	0.80	
08/07/17	12:39:32	11677	5.50	47	6.70	176	100	4.95	281	6.10	177	4540.8066N	1341.0294E	5.99	139	6.53	Y	1.52	0.14	23	0.75	
08/07/17	12:39:33	11678	5.50	47	6.70	176	100	4.95	286	6.20	173	4540.8052N	1341.0294E	5.99	139	6.53	Y	1.47	0.14	24	0.74	
08/07/17	12:39:34	11679	5.50	47	6.70	176	100	4.95	286	6.20	173	4540.8042N	1341.0293E	5.91	139	6.49	Y	1.43	0.14	25	0.71	
08/07/17	12:39:36	11680	5.80	47	6.40	170	107	4.92	285	6.20	173	4540.8027N	1341.0295E	5.75	138	6.40	Y	1.40	0.14	26	0.58	
08/07/17	12:39:36	11681	5.80	47	6.40	170	107	4.92	285	6.40	169	4540.7998N	1341.0300E	5.68	138	6.29	Y	1.37	0.14	28	0.57	
08/07/17	12:39:37	11682	6.00	47	6.40	165	109	4.99	280	6.40	169	4540.7998N	1341.0300E	5.66	138	6.21	Y	1.36	0.14	28	0.52	
08/07/17	12:39:38	11683	6.00	49	6.10	165	113	4.99	285	6.40	169	4540.7969N	1341.0312E	5.64	138	6.17	Y	1.36	0.14	28	0.55	
08/07/17	12:39:39	11684	6.00	49	6.10	165	113	4.99	285	6.60	162	4540.7959N	1341.0316E	5.69	138	6.14	Y	1.34	0.14	30	0.54	
08/07/17	12:39:40	11685	6.10	49	5.90	161	117	5.01	282	6.60	162	4540.7939N	1341.0326E	5.77	138	6.06	Y	1.32	0.14	32	0.52	
08/07/17	12:39:42	11686	6.10	49	5.90	161	117	5.01	282	6.70	156	4540.7920N	1341.0338E	5.79	138	6.01	Y	1.30	0.14	34	0.58	
08/07/17	12:39:42	11687	6.30	49	5.90	162	119	5.10	284	6.70	156	4540.7900N	1341.0345E	5.79	138	5.98	Y	1.30	0.14	37	0.59	
08/07/17	12:39:43	11688	6.30	49	5.90	162	118	5.03	281	6.70	156	4540.7881N	1341.0353E	5.79	138	5.97	Y	1.31	0.14	40	0.62	
08/07/17	12:39:44	11689	6.30	49	5.90	162	118	5.03	281	6.80	159	4540.7871N	1341.0358E	5.81	138	6.01	Y	1.33	0.15	43	0.60	
08/07/17	12:39:45	11690	6.40	46	6.30	168	114	5.00	280	6.80	159	4540.7847N	1341.0370E	5.85	139	6.08	Y	1.33	0.15	45	0.61	
08/07/17	12:39:46	11691	6.40	46	6.30	168	114	5.00	280	6.90	166	4540.7832N	1341.0376E	5.79	138	6.16	Y	1.36	0.15	48	0.57	
08/07/17	12:39:47	11692	6.50	46	6.30	180	115	5.05	292	6.90	166	4540.7822N	1341.0378E	5.67	138	6.24	Y	1.38	0.15	51	0.61	
08/07/17	12:39:49	11693	6.50	45	7.00	180	107	5.15	280	6.90	166	4540.7798N	1341.0382E	5.63	138	6.27	Y	1.44	0.16	53	0.93	
08/07/17	12:39:49	11694	6.50	45	7.00	180	107	5.15	280	6.80	182	4540.7769N	1341.0381E	5.76	138	6.40	Y	1.50	0.17	56	0.65	
08/07/17	12:39:50	11695	6.50	41	8.00	192	95	5.26	279	6.80	182	4540.7749N	1341.0376E	5.95	139	6.51	Y	1.18	0.13	59	0.51	
08/07/17	12:39:51	11696	6.50	41	8.00	192	95	5.26	279	6.70	191	4540.7734N	1341.0371E	6.02	139	6.55	Y	1.05	0.12	62	0.37	
08/07/17	12:39:52	11697	6.60	41	8.00	201	96	5.27	288	6.40	191	4540.7720N	1341.0369E	5.98	42	6.55	Y	1.08	0.12	64	0.32	
08/07/17	12:39:53	11698	6.60	38	8.90	201	85	5.47	279	6.40	191	4540.7705N	1341.0359E	5.98	42	6.55	Y	1.14	0.13	65	0.56	
08/07/17	12:39:55	11699	6.60	38	8.90	201	85	5.47	279	6.00	199	4540.7681N	1341.0345E	6.02	41	6.57	Y	1.22	0.14	65	0.60	
08/07/17	12:39:55	11700	6.50	36	9.30	203	80	5.57	277	6.00	199	4540.7661N	1341.0334E	6.10	41	6.62	Y	1.28	0.15	65	0.58	
08/07/17	12:39:56	11701	6.50	36	9.30	203	80	5.57	277	5.90	202	4540.7646N	1341.0326E	6.15	41	6.65	Y	1.31	0.15	64	0.56	
08/07/17	12:39:57	11702	6.20	36	9.30	199	77	5.63	274	5.90	202	4540.7637N	1341.0321E	6.18	41	6.66	Y	1.33	0.15	62	0.46	
08/07/17	12:39:58	11703	6.20	36	9.30	199	77	5.65	275	5.90	202	4540.7617N	1341.0310E	6.19	41	6.64	Y	1.32	0.14	59	0.45	
08/07/17	12:40:00	11704	6.20	36	9.30	199	77	5.65	275	5.90	197	4540.7598N	1341.0295E	6.17	41	6.65	Y	1.31	0.14	57	0.37	
08/07/17	12:40:00	11705	6.00	37	9.10	195	77	5.64	274	5.90	197	4540.7578N	1341.0289E	6.13	41	6.64	Y	1.29	0.14	54	0.27	
08/07/17	12:40:01	11706	6.00	37	9.10	195	77	5.64	274	5.90	194	4540.7568N	1341.0284E	6.09	41	6.62	Y	1.27	0.13	52	0.19	
08/07/17	12:40:02	11707	5.90	37	9.10	192	76	5.66	270	5.80	194	4540.7559N	1341.0280E	6.06	41	6.60	Y	1.26	0.13	49	0.18	
08/07/17	12:40:03	11708	5.90	38	8.80	192	79	5.51	273	5.80	194	4540.7539N	1341.0275E	6.05	41	6.59	Y	1.24	0.13	46	0.26	
08/07/17	12:40:06	11709	5.90	38	8.80	192	79	5.51	273	5.90	193	4540.7520N	1341.0267E	6.05	41	6.59	Y	1.22	0.13	44	0.29	
08/07/17	12:40:06	11710	5.90	40	8.60	188	83	5.57	275	5.90	193	4540.7500N	1341.0262E	6.05	41	6.59	Y	1.20	0.12	41	0.34	
08/07/17	12:40:08	11711	5.90	40	8.60	188	83	5.57	275	6.10	184	4540.7485N	1341.0258E	6.09	41	6.61	Y	1.15	0.12	42	0.17	
08/07/17	12:40:09	11712	5.90	40	8.60	186	83	5.57	273	6.20	184	4540.7476N	1341.0255E	6.17	41	6.65	Y	1.12	0.12	46	0.23	
08/07/17	12:40:10	11713	5.90	42	8.40	186	87	5.65	277	6.20	184	4540.7456N	1341.0251E	6.20	41	6.67	Y	1.10	0.11	49	0.29	
08/07/17	12:40:11	11714	5.90	42	8.40	186	87	5.65	277	6.20	185	4540.7432N	1341.0247E	6.19	41	6.66	Y	1.06	0.11	52	0.29	
08/07/17	12:40:12	11715	6.00	43	8.30	186	90	5.70	278	6.20	185	4540.7412N	1341.0244E	6.19	41	6.66	Y	1.03	0.11	54	0.26	
08/07/17	12:40:13	11716	6.00	43	8.30	186	90	5.70	278	6.40	181	4540.7397N	1341.0239E	6.21	140	6.66	Y	1.07	0.11	58	0.33	
08/07/17	12:40:14	11717	6.10	43	8.30	188	91	5.70	280	6.40	181	4540.7388N	1341.0238E	6.22	140	6.66	Y	1.08	0.11	62	0.42	
08/07/17	12:40:15	11718	6.10	43	8.30	188	91	5.69	279	6.40	181	4540.7373N	1341.0236E	6.21	140	6.66	Y	1.08	0.11	66	0.52	
08/07/17	12:40:16	11719	6.10	43	8.30	188	91	5.69	279	6.50	180	4540.7349N	1341.0234E	6.21	140	6.66	Y	1.07	0.11	69	0.67	
08/07/17	12:40:17	11720	6.10	41	8.70	195	85	5.69	276	6.50	180	4540.7329N	1341.0229E	6.21	140	6.66	Y	1.02	0.11	72	0.90	
08/07/17	12:40:18	11721	6.10	41	8.70	195	85	5.69	276	6.10	199	4540.7314N	1341.0223E	6.21	41	6.68	Y	1.17	0.12	76	0.45	
08/07/17	12:40:19	11722	6.10	41	8.70	206	85	5.69	286	6.00	199	4540.7305N	1341.0217E	6.25	41	6.70	Y	1.22	0.13	78	0.14	
08/07/17	12:40:20	11723	6.10	38	9.60	206	77	6.13	277	6.00	199	4540.7280N	1341.0192E	6.26	40	6.71	Y	1.31	0.14	79	0.21	
08/07/17	12:40:21	11724	6.10	38	9.60	206	77	6.13	277	5.90	213	4540.7271N	1341.0183E	6.41	40	6.80	Y	1.40	0.15	75	0.25	
08/07/17	12:40:22	11725	6.10	37	9.70	208	75	6.10	281	5.90	213	4540.7256N	1341.0168E	6.41	40	6.80	Y	1.42	0.15	72	0.50	
08/07/17	12:40:23	11726	6.10	37	9.70	208	75	6.10	281	6.00	203	4540.7241N	1341.0157E	6.56	39	6.87	Y	1.39	0.15	67	0.27	
08/07/17	12:40:24	11727	6.00	37	9.70	205	74	6.12	278	6.00	203	4540.7236N	1341.0151E	6.46	40	6.78	Y	1.39	0.15	69	0.20	
08/07/17	12:40:25	11728	6.00	36	9.30	205	75	5.70	281	6.00	203	4540.7207N	1341.0132E	6.43	40	6.75	Y	1.34	0.14	71	0.17	
08/07/17	12:40:26	11729	6.00	36	9.30	205	75	5.70	281	6.00	200	4540.7197N	1341.0128E	6.32	40	6.70	Y	1.29	0.14	74	0.22	
08/07/17	12:40:27	11730	6.00	38	9.40	203	76	5.91	281	6.00	200	4540.7178N	1341.0114E	6.05	41	6.59	Y	1.32	0.14	76	0.27	
08/07/17	12:40:28	11731	6.00	38	9.40	203	76	5.91	281	5.90	203	4540.7163N	1341.0103E	6.05	41	6.59	Y	1.32	0.14	76	0.13	
08/07/17	12:40:29	11732	6.00	38	9.40	200	76	5.91	278	6.00	203	4540.7158N	1341.0095E	6.34	40	6.76	Y	1.30	0.14	73	0.13	
08/07/17	12:40:30	11733	6.10	41	9.50	200	80	6.32	284	6.00	203	4540.7139N	1341.0087E	6.41	40	6.80	Y	1.31	0.14	70	0.30	
08/07/17	12:40:31	11734	6.10	41	9.50	200	80	6.32	284	6.20	197	4540.7114N	1341.0074E	6.47	40	6.88	Y	1.26	0.13	67	0.21	
08/07/17	12:40:32	11735	6.10	42	9.30	197	83	6.32	285	6.20	197	4540.7095N	1341.0066E	6.61	39	7.07	Y	1.19	0.13	68	0.12	
08/07/17	12:40:33	11736	6.10	42	9.30	197	83	6.32	285	6.20	194	4540.7080N	1341.0059E	6.61	39	7.07	Y	1.15	0.12	73	0.12	
08/07/17	12:40:34	11737	6.10	42	9.30	197	83	6.32	284	6.20	194	4540.7070N	1341.0056E	6.53	39	6.97	Y	1.13	0.12	78	0.14	
08/07/17	12:40:35	11738	6.20	43	9.10	197	86	6.20	284	6.20	194	4540.7056N	1341.0046E	6.53	39	6.97	Y	1.12	0.12	81	0.15	
08/07/17	12:40:36	11739	6.20	43	9.10	197	86	6.20	284	6.30	197	4540.7026N	1341.0034E	6.50	40	6.91	Y	1.12	0.12	86	0.09	
08/07/17	12:40:37	11740	6.20	43	9.10	197	86	6.20	284	6.30	197	4540.7007N	1341.0026E	6.45	40	6.85	Y	1.13	0.12	89	0.10	
08/07/17	12:40:38	11741	6.20	43	9.20	197	85	6.32	283	6.30	197	4540.6992N	1341.0020E	6.44	40	6.83	Y	1.14	0.12	93	0.11	
08/07/17	12:40:39	11742	6.20	43	9.20	197	85	6.32	283	6.30	191	4540.6987N	1341.0017E	6.47	40	6.87	Y	1.16	0.13	96	0.24	
08/07/17	12:40:40	11743	6.20	40	9.40	203	81	6.15	280	6.30	191	4540.6968N	1341.0009E	6.51	39	6.93	Y	1.18	0.13	97	0.50	
08/07/17	12:40:41	11744	6.20	40	9.40	203	81	6.15	280	6.20	203	4540.6948N	1340.9993E	6.31	40	6.74	Y	1.25	0.13	99	0.33	
08/07/17	12:40:42	11745	6.20	40	9.40	212	81	6.15	288	6.20	203	4540.6929N	1340.9984E	6.31	40	6.74	Y	1.30	0.14	100	0.25	
08/07/17	12:40:43	11746	6.20	36	9.80	212	73	5.99	278	6.20	203	4540.6919N	1340.9972E	6.25	41	6.70	Y	1.35	0.15	102	0.43	
08/07/17	12:40:44	11747	6.20	36	9.80	212	73	5.99	278	6.00	209	4540.6909N	1340.9967E	6.28	40	6.68	Y	2.36	0.26	102	0.38	
08/07/17	12:40:45	11748	6.10	33	10.10	219	66	5.97	280	6.00	209	4540.6895N	1340.9951E	6.32	40	6.50	Y	2.44	0.26	102	0.39	
08/07/17	12:40:47	11749	6.10	33	10.10	219	66	5.97	280	6.10	215	4540.6885N	1340.9939E	6.33	40	6.39	Y	2.50	0.27	102	0.31	
08/07/17	12:40:47	11750	6.00	33	10.10	226	66	6.01	287	6.10	215	4540.6875N	1340.9928E	6.33	40	6.30	Y	2.53	0.27	104	0.37	
08/07/17	12:40:48	11751	6.00	29	10.30	226	59	5.85	280	6.10	215	4540.6855N	1340.9894E	6.33	40	6.26	Y	2.54	0.27	106	0.59	
08/07/17	12:40:49	11752	6.00	29	10.30	226	59	5.85	280	5.90	228	4540.6851N	1340.9885E	6.29	40	6.18	Y	2.58	0.27	107	0.28	
08/07/17	12:40:50	11753	6.00	27	10.50	230	55	5.86	282	5.90	228	4540.6836N	1340.9866E	6.21	41	6.00	Y	2.63	0.28	104	0.19	
08/07/17	12:40:51	11754	6.00	27	10.50	230	55	5.86	282	5.80	228	4540.6826N	1340.9840E	6.23	41	5.95	Y	2.65	0.28	100	0.20	
08/07/17	12:40:52	11755	6.00	27	10.50	230	55	5.86	282	5.80	228	4540.6826N	1340.9840E	6.31	40	5.97	Y	2.65	0.28	97	0.20	
08/07/17	12:40:53	11756	6.00	26	10.40	230	53	5.62	281	5.80	228	4540.6807N	1340.9805E	6.33	40	5.97	Y	2.58	0.27	94	0.20	
08/07/17	12:40:54	11757	6.00	26	10.40	230	53	5.62	281	5.80	230	4540.6802N	1340.9796E	6.20	41	5.91	Y	2.55	0.27	90	0.23	
08/07/17	12:40:55	11758	6.00	24	10.70	231	49	5.75	278	5.80	230	4540.6787N	1340.9773E	5.97	42	5.78	Y	2.63	0.28	87	0.24	
08/07/17	12:40:56	11759	6.00	24	10.70	231	49	5.75	278	5.90	232	4540.6777N	1340.9751E	6.02	41	5.93	Y	2.67	0.28	83	0.28	
08/07/17	12:40:57	11760	6.10	24	10.70	231	50	5.69	278	5.90	232	4540.6772N	1340.9741E	6.27	40	6.03	Y	2.69	0.28	79	0.34	
08/07/17	12:40:58	11761	6.10	24	11.00	231	48	5.94	278	5.90	232	4540.6763N	1340.9720E	6.35	40	6.12	Y	2.72	0.29	75	0.40	
08/07/17	12:40:59	11762	6.10	24	11.00	231	48	5.94	278	5.90	228	4540.6748N	1340.9696E	6.37	40	6.13	Y	2.73	0.29	72	0.30	
08/07/17	12:41:00	11763	6.10	22	11.20	233	45	6.02	276	5.90	228	4540.6738N	1340.9677E	6.43	40	6.20	Y	2.73	0.29	70	0.23	
08/07/17	12:41:01	11764	6.10	22	11.20	233	45	6.02	276	5.90	235	4540.6729N	1340.9659E	6.43	40	6.25	Y	2.73	0.29	67	0.28	
08/07/17	12:41:02	11765	6.10	22	11.20	234	45	6.02	277	5.80	235	4540.6724N	1340.9648E	6.40	40	6.29	Y	2.74	0.29	64	0.39	
08/07/17	12:41:03	11766	6.10	21	11.00	234	43	5.73	276	5.80	235	4540.6714N	1340.9628E	6.40	40	6.31	Y	2.66	0.28	60	0.44	
08/07/17	12:41:04	11767	6.10	21	11.00	234	43	5.73	276	5.70	234	4540.6704N	1340.9601E	6.27	40	6.20	Y	2.62	0.28	58	0.45	
08/07/17	12:41:06	11768	6.10	20	10.90	235	42	5.59	276	5.70	234	4540.6694N	1340.9580E	6.04	41	6.01	Y	2.62	0.28	56	0.46	
08/07/17	12:41:06	11769	6.10	20	10.90	235	42	5.59	276	5.70	235	4540.6685N	1340.9561E	5.98	41	5.98	Y	2.62	0.28	54	0.47	
08/07/17	12:41:07	11770	6.10	20	10.90	235	42	5.59	276	5.70	235	4540.6680N	1340.9550E	6.04	41	6.03	Y	2.62	0.28	52	0.47	
08/07/17	12:41:08	11771	6.00	20	10.80	235	41	5.53	276	5.70	235	4540.6670N	1340.9528E	6.05	41	6.04	Y	2.61	0.28	50	0.44	
08/07/17	12:41:09	11772	6.00	20	10.80	235	41	5.53	276	5.80	232	4540.6660N	1340.9502E	6.03	41	6.02	Y	2.60	0.27	49	0.33	
08/07/17	12:41:10	11773	6.00	20	10.90	235	41	5.65	277	5.80	232	4540.6650N	1340.9482E	5.99	41	5.95	Y	2.64	0.28	49	0.26	
08/07/17	12:41:11	11774	6.00	20	10.90	235	41	5.65	277	5.70	234	4540.6641N	1340.9467E	6.04	41	6.03	Y	2.66	0.28	48	0.28	
08/07/17	12:41:12	11775	6.00	20	10.90	235	41	5.65	278	5.70	234	4540.6636N	1340.9457E	6.16	41	6.12	Y	2.66	0.28	47	0.31	
08/07/17	12:41:14	11776	6.10	20	10.90	235	43	5.60	279	5.70	234	4540.6626N	1340.9438E	6.20	41	6.14	Y	2.65	0.28	47	0.36	
08/07/17	12:41:14	11777	6.10	20	10.90	235	43	5.60	279	5.70	234	4540.6616N	1340.9410E	6.17	41	6.10	Y	2.65	0.28	46	0.39	
08/07/17	12:41:16	11778	6.10	20	10.90	235	43	5.60	278	5.70	234	4540.6606N	1340.9387E	6.13	41	6.04	Y	2.64	0.28	46	0.41	
08/07/17	12:41:17	11779	6.10	21	10.70	235	45	5.46	281	5.70	234	4540.6597N	1340.9369E	6.12	41	6.02	Y	2.62	0.28	45	0.43	
08/07/17	12:41:18	11780	6.10	21	10.70	235	45	5.46	281	5.60	232	4540.6592N	1340.9358E	6.08	41	5.96	Y	2.60	0.28	45	0.46	
08/07/17	12:41:19	11781	6.00	22	10.50	234	46	5.39	280	5.60	232	4540.6582N	1340.9340E	6.00	41	5.84	Y	2.57	0.27	45	0.45	
08/07/17	12:41:20	11782	6.00	22	10.50	234	46	5.39	280	5.60	234	4540.6572N	1340.9314E	5.93	42	5.77	Y	2.55	0.27	44	0.45	
08/07/17	12:41:21	11783	5.90	22	10.50	234	45	5.46	280	5.60	234	4540.6562N	1340.9293E	5.86	42	5.71	Y	2.55	0.26	43	0.43	
08/07/17	12:41:22	11784	5.90	21	10.40	234	45	5.36	280	5.60	234	4540.6553N	1340.9275E	5.83	42	5.69	Y	2.54	0.26	42	0.41	
08/07/17	12:41:23	11785	5.90	21	10.40	234	45	5.36	280	5.50	234	4540.6553N	1340.9268E	5.84	42	5.70	Y	2.54	0.26	41	0.43	
08/07/17	12:41:24	11786	5.80	22	10.30	234	45	5.34	280	5.50	234	4540.6543N	1340.9248E	5.84	42	5.71	Y	2.53	0.26	41	0.42	
08/07/17	12:41:25	11787	5.80	22	10.30	234	45	5.34	280	5.50	231	4540.6528N	1340.9222E	5.82	42	5.69	Y	2.52	0.26	40	0.36	
08/07/17	12:41:26	11788	5.80	22	10.30	234	45	5.34	280	5.50	231	4540.6528N	1340.9222E	5.78	42	5.64	Y	2.52	0.26	40	0.33	
08/07/17	12:41:27	11789	5.80	21	10.10	234	45	5.13	279	5.50	231	4540.6509N	1340.9186E	5.77	42	5.62	Y	2.51	0.25	41	0.31	
08/07/17	12:41:28	11790	5.80	21	10.10	234	45	5.13	279	5.30	235	4540.6504N	1340.9175E	5.75	42	5.62	Y	2.50	0.25	41	0.41	
08/07/17	12:41:29	11791	5.80	21	10.20	234	44	5.22	278	5.30	235	4540.6494N	1340.9156E	5.71	42	5.62	Y	2.53	0.26	40	0.51	
08/07/17	12:41:30	11792	5.80	21	10.20	234	44	5.22	278	5.30	231	4540.6489N	1340.9139E	5.74	42	5.67	Y	2.54	0.26	40	0.51	
08/07/17	12:41:31	11793	5.70	21	10.20	233	44	5.29	277	5.30	231	4540.6484N	1340.9131E	5.82	42	5.76	Y	2.55	0.26	40	0.47	
08/07/17	12:41:32	11794	5.70	21	10.20	233	44	5.30	277	5.30	231	4540.6465N	1340.9095E	5.85	42	5.78	Y	2.57	0.26	40	0.44	
08/07/17	12:41:33	11795	5.70	21	10.20	233	44	5.30	277	5.30	228	4540.6460N	1340.9087E	5.88	42	5.81	Y	2.59	0.26	41	0.42	
08/07/17	12:41:34	11796	5.70	21	10.30	233	43	5.39	277	5.30	228	4540.6455N	1340.9069E	5.96	42	5.87	Y	2.58	0.26	42	0.43	
08/07/17	12:41:35	11797	5.70	21	10.30	233	43	5.39	277	5.30	232	4540.6440N	1340.9043E	5.96	42	5.88	Y	2.58	0.26	42	0.41	
08/07/17	12:41:36	11798	5.60	21	10.30	233	43	5.46	277	5.30	232	4540.6440N	1340.9043E	5.92	42	5.86	Y	2.57	0.25	42	0.37	
08/07/17	12:41:37	11799	5.60	22	10.60	233	43	5.78	277	5.30	232	4540.6431N	1340.9022E	5.91	42	5.85	Y	2.65	0.26	42	0.35	
08/07/17	12:41:38	11800	5.60	22	10.60	233	43	5.78	277	5.40	231	4540.6421N	1340.8997E	6.04	41	5.96	Y	2.69	0.26	42	0.29	
08/07/17	12:41:39	11801	5.70	22	10.50	233	44	5.64	278	5.40	231	4540.6406N	1340.8979E	6.27	40	6.16	Y	2.66	0.26	42	0.29	
08/07/17	12:41:40	11802	5.70	22	10.50	233	44	5.64	278	5.40	231	4540.6401N	1340.8964E	6.28	40	6.15	Y	2.65	0.26	42	0.30	
08/07/17	12:41:41	11803	5.70	22	10.50	234	44	5.64	279	5.40	231	4540.6396N	1340.8953E	6.15	41	6.01	Y	2.64	0.26	41	0.30	
08/07/17	12:41:42	11804	5.70	22	10.40	234	45	5.55	279	5.40	231	4540.6377N	1340.8918E	6.11	41	5.97	Y	2.63	0.26	42	0.31	
08/07/17	12:41:43	11805	5.70	22	10.40	234	45	5.55	279	5.30	232	4540.6372N	1340.8907E	6.10	41	5.96	Y	2.62	0.26	42	0.35	
08/07/17	12:41:44	11806	5.70	22	10.40	235	45	5.55	280	5.30	232	4540.6367N	1340.8889E	6.06	41	5.92	Y	2.62	0.26	42	0.38	
08/07/17	12:41:45	11807	5.70	22	10.40	235	45	5.55	280	5.30	233	4540.6362N	1340.8873E	6.05	41	5.91	Y	2.62	0.26	42	0.40	
08/07/17	12:41:46	11808	5.70	22	10.40	234	45	5.55	279	5.30	233	4540.6357N	1340.8865E	6.05	41	5.91	Y	2.62	0.26	42	0.41	
08/07/17	12:41:47	11809	5.70	22	10.30	234	46	5.47	280	5.30	233	4540.6338N	1340.8834E	6.05	41	5.91	Y	2.60	0.26	42	0.42	
08/07/17	12:41:48	11810	5.70	22	10.30	234	46	5.47	280	5.30	231	4540.6333N	1340.8824E	6.03	41	5.88	Y	2.59	0.26	42	0.41	
08/07/17	12:41:49	11811	5.60	22	10.10	233	45	5.32	277	5.30	231	4540.6323N	1340.8807E	5.99	41	5.83	Y	2.57	0.25	42	0.37	
08/07/17	12:41:50	11812	5.60	22	10.10	233	45	5.32	277	5.30	230	4540.6318N	1340.8792E	5.93	42	5.80	Y	2.56	0.25	43	0.34	
08/07/17	12:41:51	11813	5.60	22	10.10	234	45	5.32	278	5.30	230	4540.6313N	1340.8781E	5.86	42	5.77	Y	2.55	0.25	43	0.33	
08/07/17	12:41:52	11814	5.60	22	10.40	234	43	5.58	276	5.30	230	4540.6299N	1340.8744E	5.83	42	5.76	Y	2.61	0.26	44	0.33	
08/07/17	12:41:53	11815	5.60	22	10.40	234	43	5.58	276	5.40	232	4540.6294N	1340.8734E	5.68	45	5.88	E	2.65	0.26	44	0.28	
08/07/17	12:41:54	11816	5.60	21	10.60	235	42	5.74	276	5.40	232	4540.6279N	1340.8715E	5.70	44	6.09	E	2.67	0.26	45	0.25	
