----------------------------- log1Hz20170708_1239.log --------------------------
Date	Time	Ts	Boatspeed	AW_angle	AW_speed	Heading	TW_angle	TW_speed	TW_Dir	Ext_SOG	Ext_COG	Latitudine	Longitudine	BS_target	TWA_target	BS_polar	Type_tgt	LeewayAng	LeewayMod	SET	DRIFT
08/07/17	12:41:55	11817	5.60	21	10.60	235	42	5.74	276	5.50	233	4540.6274N	1340.8698E	6.23	41	6.19	Y	2.69	0.26	45	0.18	
08/07/17	12:41:56	11818	5.60	21	10.60	238	42	5.74	278	5.50	233	4540.6265N	1340.8687E	6.25	41	6.24	Y	2.69	0.26	46	0.15	
08/07/17	12:41:57	11819	5.60	20	10.70	238	39	5.75	276	5.50	233	4540.6250N	1340.8649E	6.26	40	6.24	Y	2.67	0.26	48	0.17	
08/07/17	12:41:58	11820	5.60	20	10.70	238	39	5.75	276	5.30	238	4540.6245N	1340.8638E	6.22	41	6.04	Y	2.65	0.26	48	0.20	
08/07/17	12:41:59	11821	5.60	19	10.60	240	37	5.59	276	5.30	238	4540.6240N	1340.8617E	5.70	44	5.67	E	2.59	0.25	47	0.26	
08/07/17	12:42:00	11822	5.60	19	10.60	240	37	5.59	276	5.40	240	4540.6230N	1340.8604E	5.66	44	5.40	E	2.57	0.25	47	0.30	
08/07/17	12:42:01	11823	5.70	19	10.60	240	38	5.51	276	5.40	240	4540.6226N	1340.8594E	5.66	44	5.16	E	2.56	0.25	46	0.36	
08/07/17	12:42:02	11824	5.70	19	10.40	240	39	5.32	279	5.40	240	4540.6211N	1340.8552E	5.90	42	5.06	Y	2.54	0.25	45	0.41	
08/07/17	12:42:03	11825	5.70	19	10.40	240	39	5.32	279	5.40	235	4540.6206N	1340.8542E	5.87	42	5.17	Y	2.53	0.25	45	0.34	
08/07/17	12:42:04	11826	5.70	18	10.40	239	38	5.31	278	5.40	235	4540.6196N	1340.8522E	5.79	42	5.31	Y	2.55	0.25	46	0.32	
08/07/17	12:42:05	11827	5.70	18	10.40	239	38	5.31	278	5.30	238	4540.6191N	1340.8506E	5.81	42	5.35	Y	2.56	0.25	46	0.35	
08/07/17	12:42:06	11828	5.70	18	10.40	240	38	5.31	278	5.30	238	4540.6187N	1340.8497E	5.89	42	5.34	Y	2.57	0.26	46	0.38	
08/07/17	12:42:07	11829	5.70	19	10.70	240	38	5.60	277	5.30	238	4540.6182N	1340.8473E	5.66	44	5.34	E	2.63	0.26	47	0.39	
08/07/17	12:42:08	11830	5.70	19	10.70	240	38	5.60	277	5.30	240	4540.6172N	1340.8447E	5.66	44	5.49	E	2.67	0.27	46	0.42	
08/07/17	12:42:09	11831	5.70	18	10.60	240	36	5.46	275	5.30	240	4540.6162N	1340.8429E	6.27	40	5.76	Y	2.61	0.26	46	0.45	
08/07/17	12:42:10	11832	5.70	18	10.60	240	36	5.46	275	5.30	238	4540.6157N	1340.8413E	6.19	41	5.53	Y	2.57	0.26	46	0.44	
08/07/17	12:42:11	11833	5.60	18	10.60	238	36	5.54	274	5.30	238	4540.6152N	1340.8402E	5.91	42	4.94	Y	2.54	0.25	45	0.39	
08/07/17	12:42:12	11834	5.60	17	10.30	238	35	5.19	273	5.30	238	4540.6147N	1340.8381E	5.82	42	4.76	Y	2.51	0.25	45	0.37	
08/07/17	12:42:13	11835	5.60	17	10.30	238	35	5.19	273	5.20	238	4540.6138N	1340.8358E	5.80	42	4.67	Y	2.49	0.24	45	0.38	
08/07/17	12:42:14	11836	5.60	18	10.20	237	37	5.14	276	5.20	238	4540.6128N	1340.8337E	5.72	42	4.43	Y	2.50	0.24	45	0.42	
08/07/17	12:42:15	11837	5.60	18	10.20	237	37	5.14	276	5.20	236	4540.6123N	1340.8324E	5.72	42	4.62	Y	2.51	0.25	44	0.45	
08/07/17	12:42:16	11838	5.60	18	10.20	237	37	5.14	276	5.20	236	4540.6118N	1340.8312E	5.76	42	5.12	Y	2.52	0.25	44	0.45	
08/07/17	12:42:17	11839	5.60	19	10.00	235	40	5.04	277	5.20	236	4540.6113N	1340.8290E	5.77	42	5.27	Y	2.51	0.25	43	0.46	
08/07/17	12:42:19	11840	5.60	19	10.00	235	40	5.04	277	5.20	233	4540.6099N	1340.8268E	5.75	42	5.34	Y	2.50	0.24	43	0.44	
08/07/17	12:42:20	11841	5.50	18	9.70	234	40	4.81	276	5.20	233	4540.6089N	1340.8248E	5.71	42	5.55	Y	2.50	0.24	43	0.40	
08/07/17	12:42:21	11842	5.50	18	9.70	234	40	4.81	274	5.10	234	4540.6084N	1340.8234E	5.70	43	5.64	Y	2.46	0.24	42	0.41	
08/07/17	12:42:22	11843	5.50	18	9.70	234	40	4.81	274	5.10	234	4540.6079N	1340.8224E	5.63	43	5.49	Y	2.44	0.23	42	0.43	
08/07/17	12:42:23	11844	5.50	18	9.80	233	39	4.89	272	5.10	234	4540.6069N	1340.8207E	5.52	43	5.25	Y	2.45	0.24	42	0.44	
08/07/17	12:42:24	11845	5.50	18	9.80	233	39	4.89	272	5.00	232	4540.6060N	1340.8184E	5.52	43	5.15	Y	2.46	0.24	42	0.46	
08/07/17	12:42:25	11846	5.40	18	9.80	233	37	4.94	270	5.00	232	4540.6050N	1340.8167E	5.61	43	5.15	Y	2.48	0.24	42	0.45	
08/07/17	12:42:26	11847	5.40	18	9.80	233	37	4.94	270	5.00	232	4540.6045N	1340.8149E	5.66	43	5.10	Y	2.48	0.23	42	0.43	
08/07/17	12:42:27	11848	5.40	18	9.80	233	37	4.94	270	5.00	235	4540.6040N	1340.8137E	5.69	43	5.05	Y	2.48	0.23	41	0.45	
08/07/17	12:42:28	11849	5.30	18	9.70	233	37	4.93	272	5.00	235	4540.6030N	1340.8119E	5.70	42	4.73	Y	2.46	0.23	41	0.46	
08/07/17	12:42:29	11850	5.30	18	9.70	233	37	4.93	272	4.90	234	4540.6021N	1340.8094E	5.66	43	5.04	Y	2.45	0.23	40	0.48	
08/07/17	12:42:30	11851	5.30	18	9.70	231	37	4.93	269	4.90	234	4540.6021N	1340.8094E	5.58	43	5.04	Y	2.44	0.23	39	0.51	
08/07/17	12:42:31	11852	5.30	20	9.50	231	41	4.85	275	4.90	234	4540.6001N	1340.8065E	5.55	43	5.04	Y	2.45	0.23	38	0.58	
08/07/17	12:42:32	11853	5.30	20	9.50	231	41	4.85	275	5.00	228	4540.5996N	1340.8057E	5.56	43	5.26	Y	2.45	0.23	38	0.48	
08/07/17	12:42:33	11854	5.30	22	9.50	229	45	4.98	276	5.00	228	4540.5986N	1340.8040E	5.56	43	5.62	Y	2.51	0.23	37	0.39	
08/07/17	12:42:34	11855	5.30	22	9.50	229	45	4.98	276	5.10	227	4540.5972N	1340.8018E	5.67	43	5.90	Y	2.55	0.24	37	0.32	
08/07/17	12:42:35	11856	5.30	22	9.50	227	45	4.98	275	5.10	227	4540.5962N	1340.8000E	5.86	42	5.68	Y	2.55	0.24	37	0.28	
08/07/17	12:42:36	11857	5.30	23	9.80	227	46	5.34	274	5.10	227	4540.5962N	1340.8000E	5.66	44	5.72	E	2.61	0.24	36	0.27	
08/07/17	12:42:37	11858	5.30	23	9.80	227	46	5.34	274	5.20	224	4540.5947N	1340.7972E	5.66	44	5.77	E	2.63	0.24	36	0.19	
08/07/17	12:42:38	11859	5.30	23	9.90	227	45	5.41	271	5.20	224	4540.5938N	1340.7955E	5.70	44	5.89	E	2.61	0.24	36	0.15	
08/07/17	12:42:39	11860	5.30	23	9.90	227	45	5.41	271	5.20	227	4540.5928N	1340.7939E	5.70	44	5.93	E	2.61	0.24	36	0.13	
08/07/17	12:42:40	11861	5.30	23	9.90	228	45	5.41	272	5.20	227	4540.5923N	1340.7932E	5.66	44	5.91	E	2.60	0.24	35	0.14	
08/07/17	12:42:41	11862	5.30	22	10.00	228	43	5.46	272	5.20	227	4540.5903N	1340.7900E	5.66	44	5.91	E	2.60	0.24	34	0.16	
08/07/17	12:42:42	11863	5.30	22	10.00	228	43	5.46	272	5.20	225	4540.5898N	1340.7893E	5.66	44	5.91	E	2.60	0.24	35	0.12	
08/07/17	12:42:43	11864	5.40	22	10.20	228	44	5.59	272	5.20	225	4540.5889N	1340.7876E	5.66	44	5.91	E	2.64	0.25	35	0.15	
08/07/17	12:42:44	11865	5.40	22	10.20	228	44	5.59	272	5.50	219	4540.5879N	1340.7866E	5.66	44	5.97	E	2.66	0.25	37	0.30	
08/07/17	12:42:45	11866	5.30	22	10.20	233	43	5.66	277	5.50	219	4540.5874N	1340.7856E	5.70	44	6.07	E	2.66	0.25	38	0.53	
08/07/17	12:42:46	11867	5.30	20	10.50	233	39	5.82	268	5.50	219	4540.5864N	1340.7841E	6.20	41	6.10	Y	2.69	0.25	39	0.82	
08/07/17	12:42:47	11868	5.30	20	10.50	233	39	5.82	268	5.30	228	4540.5845N	1340.7816E	6.23	41	6.23	Y	2.70	0.25	41	0.72	
08/07/17	12:42:48	11869	5.30	14	10.80	246	27	5.81	264	5.30	228	4540.5835N	1340.7795E	6.31	40	5.59	Y	2.68	0.25	42	0.74	
08/07/17	12:42:49	11870	5.30	14	10.80	246	27	5.81	264	5.40	240	4540.5830N	1340.7778E	6.34	40	4.52	Y	2.59	0.24	44	0.67	
08/07/17	12:42:50	11871	5.30	14	10.80	266	27	5.81	284	5.30	240	4540.5825N	1340.7767E	6.33	40	2.65	Y	2.52	0.23	45	0.83	
08/07/17	12:42:51	11872	5.20	6	10.50	267	13	5.37	266	5.30	240	4540.5820N	1340.7745E	6.20	41	1.92	Y	2.36	0.22	47	1.37	
08/07/17	12:42:52	11873	5.20	6	10.50	267	13	5.37	266	4.40	275	4540.5820N	1340.7720E	5.66	44	0.36	E	2.12	0.19	48	0.83	
08/07/17	12:42:53	11874	4.90	360	10.00	284	-1	5.10	272	4.40	275	4540.5825N	1340.7701E	5.66	44	0.36	E	-1.74	0.15	50	0.67	
08/07/17	12:42:54	11875	4.90	360	10.00	284	-1	5.10	272	4.20	287	4540.5830N	1340.7686E	5.78	318	0.73	Y	-2.05	0.18	52	0.63	
08/07/17	12:42:55	11876	4.90	360	10.00	298	-1	5.10	286	4.20	287	4540.5835N	1340.7678E	5.61	317	1.63	Y	-2.10	0.18	53	0.69	
08/07/17	12:42:56	11877	4.60	354	9.20	299	-13	4.66	275	4.20	287	4540.5840N	1340.7660E	5.54	317	2.00	Y	-2.09	0.17	55	0.79	
08/07/17	12:42:57	11878	4.60	354	9.20	299	-13	4.66	275	3.90	312	4540.5850N	1340.7642E	5.45	317	1.73	Y	-2.15	0.18	57	0.66	
08/07/17	12:42:58	11879	4.40	348	8.70	310	-24	4.50	286	3.90	312	4540.5864N	1340.7629E	5.26	316	2.82	Y	-2.17	0.17	58	0.64	
08/07/17	12:42:59	11880	4.40	348	8.70	310	-24	4.50	275	3.90	312	4540.5869N	1340.7623E	5.20	316	2.97	Y	-2.23	0.17	59	0.58	
08/07/17	12:43:00	11881	4.40	348	8.70	310	-24	4.50	275	4.20	327	4540.5879N	1340.7617E	5.26	316	3.36	Y	-2.30	0.18	60	0.64	
08/07/17	12:43:01	11882	4.30	341	8.80	314	-36	4.95	269	4.20	327	4540.5889N	1340.7607E	5.33	316	4.14	Y	-2.46	0.19	60	0.76	
08/07/17	12:43:02	11883	4.30	341	8.80	314	-36	4.95	269	4.30	328	4540.5903N	1340.7595E	5.53	317	4.99	Y	-2.54	0.19	60	0.77	
08/07/17	12:43:03	11884	4.40	336	8.90	315	-44	5.19	270	4.30	328	4540.5913N	1340.7585E	5.83	318	5.93	Y	-2.56	0.19	60	0.77	
08/07/17	12:43:04	11885	4.40	336	8.90	315	-44	5.19	265	4.40	327	4540.5923N	1340.7578E	5.93	318	5.80	Y	-2.58	0.20	60	0.75	
08/07/17	12:43:05	11886	4.40	336	8.90	315	-44	5.19	265	4.50	327	4540.5928N	1340.7573E	5.93	318	5.76	Y	-2.57	0.20	59	0.71	
08/07/17	12:43:06	11887	4.40	334	8.90	315	-47	5.30	264	4.50	327	4540.5942N	1340.7561E	5.97	318	5.92	Y	-2.55	0.20	59	0.71	
08/07/17	12:43:07	11888	4.40	334	8.90	315	-47	5.30	264	4.50	323	4540.5957N	1340.7550E	5.96	318	5.73	Y	-2.55	0.20	59	0.60	
08/07/17	12:43:08	11889	4.60	334	8.90	315	-49	5.16	264	4.50	323	4540.5957N	1340.7550E	5.92	318	5.73	Y	-2.54	0.20	58	0.50	
08/07/17	12:43:09	11890	4.60	332	9.10	315	-50	5.45	261	4.50	323	4540.5977N	1340.7532E	5.91	318	5.73	Y	-2.56	0.20	58	0.44	
08/07/17	12:43:10	11891	4.60	332	9.10	315	-50	5.45	261	4.80	327	4540.5986N	1340.7527E	5.95	318	5.81	Y	-2.56	0.21	58	0.54	
08/07/17	12:43:11	11892	4.70	332	9.00	315	-52	5.32	261	4.80	327	4540.5996N	1340.7518E	6.03	319	5.88	Y	-2.52	0.20	58	0.64	
08/07/17	12:43:12	11893	4.70	332	9.00	315	-52	5.32	261	4.80	324	4540.6011N	1340.7505E	5.99	319	5.88	Y	-2.50	0.20	57	0.64	
08/07/17	12:43:13	11894	4.80	332	9.00	314	-53	5.25	260	4.80	324	4540.6011N	1340.7505E	5.87	318	5.84	Y	-2.50	0.21	57	0.63	
08/07/17	12:43:14	11895	4.80	333	9.00	314	-52	5.22	260	4.80	324	4540.6035N	1340.7483E	5.83	318	5.83	Y	-2.48	0.21	57	0.65	
08/07/17	12:43:15	11896	4.80	333	9.00	314	-52	5.22	260	4.80	321	4540.6040N	1340.7476E	5.82	318	5.82	Y	-2.48	0.21	57	0.55	
08/07/17	12:43:16	11897	5.00	332	9.20	314	-54	5.34	258	4.80	321	4540.6055N	1340.7463E	5.78	318	5.80	Y	-2.52	0.22	57	0.46	
08/07/17	12:43:17	11898	5.00	332	9.20	314	-54	5.34	258	5.00	323	4540.6064N	1340.7452E	5.85	318	5.84	Y	-2.54	0.22	57	0.46	
08/07/17	12:43:18	11899	5.10	332	9.20	315	-55	5.29	259	5.00	323	4540.6074N	1340.7448E	6.01	319	5.93	Y	-2.53	0.22	57	0.49	
08/07/17	12:43:19	11900	5.10	332	9.10	315	-56	5.20	256	5.00	323	4540.6094N	1340.7423E	6.06	319	6.01	Y	-2.46	0.22	57	0.49	
08/07/17	12:43:20	11901	5.10	332	9.10	315	-56	5.20	256	5.10	323	4540.6104N	1340.7415E	5.94	318	5.93	Y	-2.42	0.22	57	0.45	
08/07/17	12:43:21	11902	5.30	331	9.30	316	-58	5.34	256	5.10	323	4540.6113N	1340.7404E	5.75	318	5.90	Y	-2.46	0.22	57	0.45	
08/07/17	12:43:22	11903	5.30	331	9.30	316	-58	5.34	256	5.20	326	4540.6123N	1340.7394E	5.79	318	5.94	Y	-2.48	0.23	57	0.56	
08/07/17	12:43:24	11904	5.40	331	9.30	313	-59	5.29	253	5.30	326	4540.6133N	1340.7386E	6.00	319	6.12	Y	-2.48	0.23	57	0.69	
08/07/17	12:43:25	11905	5.40	333	9.60	313	-54	5.38	262	5.30	326	4540.6157N	1340.7361E	6.06	319	6.15	Y	-2.51	0.24	57	0.87	
08/07/17	12:43:26	11906	5.40	333	9.60	313	-54	5.38	262	5.20	318	4540.6162N	1340.7351E	6.05	319	6.04	Y	-2.56	0.24	58	0.75	
08/07/17	12:43:27	11907	5.50	337	9.60	311	-49	5.05	266	5.20	318	4540.6177N	1340.7336E	6.05	319	5.84	Y	-2.48	0.24	58	0.63	
08/07/17	12:43:28	11908	5.50	337	9.60	311	-49	5.05	266	5.10	316	4540.6187N	1340.7322E	5.85	318	5.64	Y	-2.43	0.23	59	0.57	
08/07/17	12:43:29	11909	5.50	337	9.60	310	-49	5.05	266	5.10	316	4540.6191N	1340.7314E	5.51	317	5.65	Y	-2.41	0.23	59	0.55	
08/07/17	12:43:30	11910	5.50	339	9.60	310	-45	4.87	269	5.10	316	4540.6211N	1340.7288E	5.39	316	5.43	Y	-2.43	0.23	60	0.54	
08/07/17	12:43:31	11911	5.50	339	9.60	310	-45	4.87	269	5.10	315	4540.6216N	1340.7279E	5.47	317	5.47	Y	-2.44	0.23	61	0.52	
08/07/17	12:43:32	11912	5.50	340	9.70	311	-42	4.89	270	5.10	315	4540.6230N	1340.7264E	5.54	317	5.37	Y	-2.45	0.23	62	0.50	
08/07/17	12:43:33	11913	5.50	340	9.70	311	-42	4.89	270	5.10	318	4540.6250N	1340.7247E	5.57	317	5.32	Y	-2.45	0.24	63	0.53	
08/07/17	12:43:34	11914	5.50	340	9.70	311	-42	4.89	271	5.10	318	4540.6250N	1340.7247E	5.56	317	5.29	Y	-2.45	0.24	63	0.55	
08/07/17	12:43:35	11915	5.50	341	9.80	311	-41	4.95	270	5.10	318	4540.6270N	1340.7220E	5.56	317	5.28	Y	-2.46	0.24	64	0.56	
08/07/17	12:43:36	11916	5.50	341	9.80	311	-41	4.95	270	5.00	318	4540.6274N	1340.7216E	5.58	317	5.33	Y	-2.47	0.24	65	0.60	
08/07/17	12:43:37	11917	5.50	340	9.70	312	-42	4.88	269	5.00	318	4540.6289N	1340.7201E	5.62	317	5.40	Y	-2.46	0.24	65	0.62	
08/07/17	12:43:38	11918	5.50	340	9.70	312	-42	4.88	269	5.10	321	4540.6304N	1340.7181E	5.61	317	5.48	Y	-2.45	0.24	66	0.64	
08/07/17	12:43:39	11919	5.50	340	9.70	313	-42	4.88	270	5.10	321	4540.6304N	1340.7181E	5.57	317	5.55	Y	-2.45	0.24	67	0.66	
08/07/17	12:43:40	11920	5.50	340	9.50	313	-44	4.73	268	5.10	321	4540.6328N	1340.7157E	5.56	317	5.57	Y	-2.42	0.23	67	0.66	
08/07/17	12:43:41	11921	5.50	340	9.50	313	-44	4.73	268	5.00	322	4540.6333N	1340.7151E	5.52	317	5.55	Y	-2.41	0.23	68	0.70	
08/07/17	12:43:42	11922	5.40	339	9.50	313	-44	4.85	267	5.00	322	4540.6348N	1340.7139E	5.44	317	5.53	Y	-2.44	0.23	68	0.71	
08/07/17	12:43:43	11923	5.40	339	9.50	313	-44	4.85	267	5.00	323	4540.6362N	1340.7123E	5.48	317	5.62	Y	-2.46	0.23	68	0.74	
08/07/17	12:43:44	11924	5.40	339	9.50	311	-44	4.85	266	5.00	323	4540.6362N	1340.7123E	5.60	317	5.79	Y	-2.47	0.23	69	0.77	
08/07/17	12:43:45	11925	5.40	338	9.50	311	-46	4.90	264	5.00	323	4540.6382N	1340.7100E	5.64	317	5.85	Y	-2.46	0.23	69	0.82	
08/07/17	12:43:46	11926	5.40	338	9.50	311	-46	4.90	264	5.00	318	4540.6392N	1340.7092E	5.61	317	5.84	Y	-2.45	0.23	69	0.72	
08/07/17	12:43:47	11927	5.40	338	9.30	310	-48	4.76	260	5.00	318	4540.6406N	1340.7075E	5.57	317	5.85	Y	-2.42	0.23	70	0.65	
08/07/17	12:43:48	11928	5.40	338	9.30	310	-48	4.76	260	5.00	318	4540.6416N	1340.7064E	5.51	317	5.39	Y	-2.40	0.23	70	0.60	
08/07/17	12:43:49	11929	5.40	338	9.30	310	-48	4.76	260	5.00	318	4540.6421N	1340.7058E	5.44	317	5.47	Y	-2.39	0.23	71	0.59	
08/07/17	12:43:50	11930	5.40	337	9.30	310	-49	4.82	260	5.00	318	4540.6445N	1340.7032E	5.41	316	5.50	Y	-2.43	0.23	71	0.61	
08/07/17	12:43:51	11931	5.40	337	9.30	310	-49	4.82	260	5.00	318	4540.6450N	1340.7025E	5.49	317	5.51	Y	-2.45	0.23	71	0.64	
08/07/17	12:43:52	11932	5.30	337	9.30	307	-48	4.86	260	5.00	318	4540.6465N	1340.7013E	5.60	317	5.54	Y	-2.46	0.23	71	0.66	
08/07/17	12:43:53	11933	5.30	337	9.30	307	-48	4.86	260	4.90	315	4540.6475N	1340.7002E	5.64	317	5.50	Y	-2.46	0.23	72	0.64	
08/07/17	12:43:54	11934	5.30	337	9.30	306	-48	4.86	259	4.90	315	4540.6479N	1340.6993E	5.63	317	5.46	Y	-2.47	0.23	72	0.64	
08/07/17	12:43:55	11935	5.30	338	9.30	306	-47	4.83	260	4.90	315	4540.6504N	1340.6967E	5.63	317	5.48	Y	-2.45	0.23	72	0.64	
08/07/17	12:43:56	11936	5.30	338	9.30	306	-47	4.83	260	5.00	312	4540.6509N	1340.6957E	5.61	317	5.46	Y	-2.45	0.23	72	0.57	
08/07/17	12:43:57	11937	5.30	339	9.30	306	-45	4.77	261	5.00	312	4540.6519N	1340.6942E	5.57	317	5.85	Y	-2.43	0.23	72	0.51	
08/07/17	12:43:58	11938	5.30	339	9.30	306	-45	4.77	261	4.90	315	4540.6528N	1340.6929E	5.53	317	5.76	Y	-2.43	0.22	73	0.59	
08/07/17	12:43:59	11939	5.30	339	9.30	306	-45	4.77	261	4.90	315	4540.6533N	1340.6921E	5.50	317	5.65	Y	-2.42	0.22	73	0.67	
08/07/17	12:44:00	11940	5.30	340	9.30	306	-44	4.72	264	4.90	315	4540.6548N	1340.6907E	5.49	317	5.61	Y	-2.42	0.22	73	0.72	
08/07/17	12:44:01	11941	5.30	340	9.30	306	-44	4.72	264	4.90	312	4540.6558N	1340.6887E	5.49	317	5.56	Y	-2.42	0.22	73	0.67	
08/07/17	12:44:02	11942	5.30	340	9.40	306	-42	4.77	265	4.90	312	4540.6572N	1340.6873E	5.49	317	5.43	Y	-2.44	0.23	73	0.62	
08/07/17	12:44:03	11943	5.30	340	9.40	306	-42	4.77	265	4.80	311	4540.6582N	1340.6860E	5.51	317	5.35	Y	-2.44	0.23	73	0.58	
08/07/17	12:44:04	11944	5.20	340	9.40	306	-41	4.85	265	4.90	311	4540.6587N	1340.6854E	5.55	317	5.34	Y	-2.45	0.22	74	0.50	
08/07/17	12:44:05	11945	5.20	340	9.40	306	-41	4.83	265	4.90	311	4540.6597N	1340.6840E	5.56	317	5.32	Y	-2.45	0.22	74	0.43	
08/07/17	12:44:06	11946	5.20	340	9.40	306	-41	4.83	265	4.90	310	4540.6611N	1340.6816E	5.56	317	5.33	Y	-2.45	0.22	75	0.37	
08/07/17	12:44:07	11947	5.20	339	9.30	309	-43	4.81	268	4.90	310	4540.6621N	1340.6802E	5.56	317	5.35	Y	-2.45	0.22	76	0.33	
08/07/17	12:44:08	11948	5.20	339	9.30	309	-43	4.81	263	4.90	310	4540.6631N	1340.6792E	5.56	317	5.35	Y	-2.45	0.22	77	0.31	
08/07/17	12:44:09	11949	5.20	339	9.30	309	-43	4.81	263	4.90	320	4540.6636N	1340.6786E	5.56	317	5.51	Y	-2.45	0.22	77	0.41	
08/07/17	12:44:10	11950	5.20	339	9.30	309	-44	4.85	263	4.90	320	4540.6646N	1340.6772E	5.56	317	5.71	Y	-2.45	0.22	77	0.58	
08/07/17	12:44:11	11951	5.20	339	9.30	309	-44	4.85	263	4.90	317	4540.6660N	1340.6755E	5.56	317	5.76	Y	-2.45	0.22	77	0.62	
08/07/17	12:44:12	11952	5.20	338	9.40	309	-45	4.97	263	4.90	317	4540.6670N	1340.6741E	5.56	317	5.74	Y	-2.45	0.22	77	0.61	
08/07/17	12:44:13	11953	5.20	338	9.40	309	-45	4.97	263	4.90	317	4540.6680N	1340.6730E	5.56	317	5.74	Y	-2.47	0.22	77	0.59	
08/07/17	12:44:14	11954	5.20	338	9.40	309	-45	4.97	263	4.90	314	4540.6685N	1340.6722E	5.60	317	5.80	Y	-2.49	0.23	77	0.52	
08/07/17	12:44:15	11955	5.20	338	9.40	309	-44	4.95	264	4.90	314	4540.6699N	1340.6710E	5.68	317	5.91	Y	-2.47	0.22	77	0.47	
08/07/17	12:44:16	11956	5.20	338	9.40	309	-44	4.95	264	4.90	318	4540.6714N	1340.6688E	5.66	317	5.86	Y	-2.46	0.22	77	0.52	
08/07/17	12:44:17	11957	5.20	338	9.40	308	-44	4.95	264	4.90	318	4540.6714N	1340.6688E	5.58	317	5.72	Y	-2.45	0.22	77	0.58	
08/07/17	12:44:18	11958	5.20	338	9.60	308	-44	5.16	263	4.90	318	4540.6733N	1340.6664E	5.55	317	5.67	Y	-2.50	0.23	77	0.62	
08/07/17	12:44:19	11959	5.20	338	9.60	308	-44	5.16	263	5.00	316	4540.6738N	1340.6656E	5.65	317	5.80	Y	-2.53	0.23	77	0.57	
08/07/17	12:44:20	11960	5.20	338	9.60	308	-44	5.15	264	5.00	316	4540.6753N	1340.6643E	5.80	318	5.70	Y	-2.53	0.23	77	0.53	
08/07/17	12:44:21	11961	5.20	338	9.60	308	-44	5.15	264	5.00	316	4540.6768N	1340.6625E	5.83	318	5.74	Y	-2.53	0.23	77	0.53	
08/07/17	12:44:22	11962	5.30	338	9.60	308	-45	5.08	264	5.00	316	4540.6768N	1340.6625E	5.78	318	5.92	Y	-2.52	0.23	77	0.55	
08/07/17	12:44:23	11963	5.30	338	9.80	308	-44	5.27	264	5.00	316	4540.6792N	1340.6600E	5.77	318	5.90	Y	-2.56	0.24	76	0.57	
08/07/17	12:44:25	11964	5.30	338	9.80	308	-44	5.27	264	5.00	316	4540.6797N	1340.6591E	5.84	318	5.76	Y	-2.58	0.24	76	0.57	
08/07/17	12:44:26	11965	5.30	339	9.60	308	-44	5.04	265	5.00	316	4540.6807N	1340.6577E	5.95	318	5.86	Y	-2.51	0.23	76	0.58	
08/07/17	12:44:27	11966	5.30	339	9.60	308	-44	5.04	265	5.10	322	4540.6821N	1340.6562E	5.86	318	5.79	Y	-2.47	0.23	76	0.76	
08/07/17	12:44:28	11967	5.30	339	9.60	304	-44	5.04	261	5.20	322	4540.6826N	1340.6556E	5.62	317	5.66	Y	-2.46	0.23	76	0.96	
08/07/17	12:44:29	11968	5.30	341	9.80	304	-40	5.11	268	5.20	322	4540.6841N	1340.6544E	5.54	317	5.55	Y	-2.51	0.23	75	1.18	
08/07/17	12:44:30	11969	5.30	341	9.80	304	-40	5.11	268	5.30	317	4540.6855N	1340.6527E	5.65	317	5.46	Y	-2.52	0.23	74	1.23	
08/07/17	12:44:31	11970	5.30	345	10.30	292	-30	5.35	256	5.30	317	4540.6870N	1340.6512E	5.80	318	4.96	Y	-2.53	0.23	74	1.30	
08/07/17	12:44:32	11971	5.30	345	10.30	292	-30	5.35	272	5.20	302	4540.6875N	1340.6499E	5.85	318	4.83	Y	-2.56	0.24	73	1.05	
08/07/17	12:44:33	11972	5.30	345	10.30	292	-30	5.35	272	5.10	302	4540.6880N	1340.6490E	5.92	318	4.26	Y	-2.52	0.23	72	0.96	
08/07/17	12:44:34	11973	5.20	352	10.50	274	-16	5.40	270	5.10	302	4540.6885N	1340.6475E	6.08	319	3.16	Y	-2.41	0.22	71	1.11	
08/07/17	12:44:35	11974	5.20	352	10.50	274	-16	5.40	270	4.70	281	4540.6890N	1340.6447E	6.11	319	2.41	Y	-2.24	0.20	71	0.93	
08/07/17	12:44:36	11975	5.00	352	10.50	255	-15	5.59	250	4.70	281	4540.6890N	1340.6447E	6.06	319	1.08	Y	-2.12	0.19	70	0.97	
08/07/17	12:44:37	11976	5.00	359	10.00	255	-2	5.00	266	4.70	281	4540.6885N	1340.6414E	6.05	319	0.58	Y	-1.95	0.17	69	1.37	
08/07/17	12:44:38	11977	5.00	359	10.00	255	-2	5.00	266	4.20	254	4540.6885N	1340.6406E	5.66	44	0.08	E	1.97	0.17	68	1.27	
08/07/17	12:44:39	11978	4.70	7	9.20	235	15	4.58	263	4.20	254	4540.6880N	1340.6392E	5.69	43	1.49	Y	2.12	0.18	67	1.10	
08/07/17	12:44:40	11979	4.70	7	9.20	235	15	4.58	263	4.00	219	4540.6865N	1340.6376E	5.48	43	1.92	Y	2.20	0.18	67	0.77	
08/07/17	12:44:41	11980	4.50	7	9.20	221	14	4.77	249	4.00	219	4540.6865N	1340.6376E	5.27	44	3.24	Y	2.23	0.18	67	0.72	
