----------------------------- log1Hz20170311_1212 --------------------------
Date	Time	Ts	Boatspeed	AW_angle	AW_speed	Heading	TW_angle	TW_speed	TW_Dir	Ext_SOG	Ext_COG	Latitudine	Longitudine
11/03/17	12:16:35	442	4.50	339	9.11	339	321	5.17	300	4.50	341	4530.4067N	1334.8705E	
11/03/17	12:16:36	443	4.32	338	9.10	341	321	5.34	301	4.30	343	4530.4082N	1334.8706E	
11/03/17	12:16:37	444	4.39	337	9.01	340	318	5.25	298	4.40	342	4530.4097N	1334.8705E	
11/03/17	12:16:38	445	4.22	337	9.00	339	319	5.38	298	4.20	341	4530.4111N	1334.8704E	
11/03/17	12:16:39	446	4.38	338	8.91	338	319	5.12	297	4.40	340	4530.4121N	1334.8702E	
11/03/17	12:16:40	447	4.31	338	8.90	339	320	5.17	299	4.30	341	4530.4136N	1334.8698E	
11/03/17	12:16:41	448	3.94	339	8.81	339	323	5.33	303	3.90	342	4530.4141N	1334.8691E	
11/03/17	12:16:42	449	3.99	339	8.80	339	323	5.27	302	4.00	341	4530.4155N	1334.8687E	
11/03/17	12:16:43	450	4.00	339	8.71	340	323	5.18	303	4.00	342	4530.4165N	1334.8680E	
11/03/17	12:16:44	451	4.00	338	8.61	341	321	5.12	302	4.00	343	4530.4170N	1334.8672E	
11/03/17	12:16:45	452	4.00	337	8.51	342	319	5.07	302	4.00	344	4530.4185N	1334.8666E	
11/03/17	12:16:46	453	3.91	337	8.50	343	320	5.13	303	4.00	345	4530.4189N	1334.8662E	
11/03/17	12:16:47	454	3.99	335	8.32	344	316	4.99	300	4.00	346	4530.4199N	1334.8658E	
11/03/17	12:16:48	455	4.00	335	8.30	344	315	4.97	300	4.00	347	4530.4209N	1334.8656E	
11/03/17	12:16:49	456	4.00	335	8.21	344	315	4.89	298	4.00	346	4530.4219N	1334.8649E	
11/03/17	12:16:50	457	4.00	335	8.20	344	315	4.88	299	4.00	346	4530.4233N	1334.8644E	
11/03/17	12:16:51	458	4.09	335	8.11	344	314	4.73	298	4.10	349	4530.4243N	1334.8641E	
11/03/17	12:16:52	459	4.10	334	7.92	344	311	4.60	295	4.10	346	4530.4258N	1334.8636E	
11/03/17	12:16:53	460	4.10	334	7.90	345	311	4.58	295	4.00	346	4530.4268N	1334.8630E	
11/03/17	12:16:54	461	4.01	334	7.90	345	312	4.64	296	4.00	347	4530.4282N	1334.8627E	
11/03/17	12:16:55	462	4.09	335	7.81	345	312	4.46	297	4.00	347	4530.4292N	1334.8625E	
11/03/17	12:16:56	463	4.01	335	7.89	345	313	4.58	299	4.00	347	4530.4302N	1334.8624E	
11/03/17	12:16:57	464	4.00	335	7.90	345	313	4.60	299	4.00	347	4530.4316N	1334.8619E	
11/03/17	12:16:58	465	3.91	336	7.99	345	316	4.70	301	3.90	347	4530.4326N	1334.8616E	
11/03/17	12:16:59	466	3.90	336	8.00	344	316	4.71	300	3.90	346	4530.4336N	1334.8613E	
11/03/17	12:17:00	467	3.90	336	8.00	344	316	4.71	300	4.00	349	4530.4346N	1334.8615E	
11/03/17	12:17:01	468	3.99	336	8.00	348	316	4.65	304	4.00	350	4530.4360N	1334.8618E	
11/03/17	12:17:02	469	4.00	336	7.91	348	315	4.56	303	3.90	350	4530.4370N	1334.8619E	
11/03/17	12:17:03	470	3.91	335	7.99	348	315	4.74	303	4.00	351	4530.4380N	1334.8621E	
11/03/17	12:17:04	471	3.99	335	8.09	350	314	4.78	304	4.00	352	4530.4395N	1334.8623E	
11/03/17	12:17:06	472	4.09	335	8.28	350	314	4.89	305	4.10	352	4530.4404N	1334.8623E	
11/03/17	12:17:07	473	4.10	335	8.30	349	314	4.90	304	4.10	351	4530.4419N	1334.8622E	
11/03/17	12:17:08	474	4.10	336	8.39	351	316	4.94	307	4.10	353	4530.4434N	1334.8621E	
11/03/17	12:17:09	475	4.19	335	8.49	350	314	5.01	305	4.20	352	4530.4443N	1334.8621E	
11/03/17	12:17:10	476	4.20	334	8.59	350	313	5.15	304	4.30	352	4530.4458N	1334.8618E	
11/03/17	12:17:11	477	4.29	334	8.60	350	312	5.10	302	4.30	352	4530.4473N	1334.8615E	
11/03/17	12:17:12	478	4.30	334	8.69	350	313	5.18	303	4.20	352	4530.4482N	1334.8617E	
11/03/17	12:17:13	479	4.21	333	8.79	350	312	5.38	303	4.30	352	4530.4492N	1334.8619E	
11/03/17	12:17:14	480	4.29	333	8.80	349	312	5.34	301	4.30	351	4530.4502N	1334.8618E	
11/03/17	12:17:15	481	4.30	333	8.80	349	312	5.34	301	4.30	351	4530.4512N	1334.8615E	
11/03/17	12:17:16	482	4.30	333	8.80	347	312	5.34	299	4.40	349	4530.4526N	1334.8610E	
11/03/17	12:17:17	483	4.39	332	8.80	349	309	5.33	298	4.40	351	4530.4541N	1334.8605E	
11/03/17	12:17:18	484	4.40	332	8.80	348	309	5.33	297	4.40	350	4530.4551N	1334.8600E	
11/03/17	12:17:19	485	4.49	332	8.80	348	308	5.28	297	4.50	350	4530.4565N	1334.8597E	
11/03/17	12:17:20	486	4.59	332	8.80	348	308	5.21	296	4.50	350	4530.4580N	1334.8595E	
11/03/17	12:17:21	487	4.60	332	8.80	349	308	5.21	297	4.50	351	4530.4590N	1334.8593E	
11/03/17	12:17:22	488	4.51	332	8.80	348	308	5.26	297	4.50	350	4530.4604N	1334.8591E	
11/03/17	12:17:23	489	4.50	332	8.89	349	309	5.35	298	4.50	351	4530.4619N	1334.8593E	
11/03/17	12:17:24	490	4.50	333	8.90	349	310	5.31	299	4.50	351	4530.4629N	1334.8590E	
11/03/17	12:17:25	491	4.50	333	8.90	348	310	5.30	299	4.40	350	4530.4644N	1334.8586E	
11/03/17	12:17:26	492	4.41	333	8.90	348	311	5.36	299	4.40	350	4530.4653N	1334.8582E	
11/03/17	12:17:27	493	4.40	333	8.90	347	311	5.36	299	4.40	350	4530.4668N	1334.8577E	
11/03/17	12:17:28	494	4.40	334	8.63	347	311	5.06	299	4.40	350	4530.4683N	1334.8571E	
11/03/17	12:17:29	495	4.40	335	8.60	347	313	4.98	300	4.40	349	4530.4692N	1334.8564E	
11/03/17	12:17:30	496	4.31	335	8.60	348	314	5.04	302	4.30	350	4530.4707N	1334.8562E	
11/03/17	12:17:31	497	4.30	335	8.51	347	313	4.96	300	4.30	349	4530.4717N	1334.8560E	
11/03/17	12:17:32	498	4.21	336	8.41	348	315	4.88	303	4.20	350	4530.4731N	1334.8553E	
11/03/17	12:17:33	499	4.20	334	8.31	347	312	4.88	299	4.20	349	4530.4741N	1334.8553E	
11/03/17	12:17:34	500	4.20	333	8.30	347	310	4.93	297	4.20	349	4530.4751N	1334.8551E	
11/03/17	12:17:37	501	4.20	333	8.30	347	310	4.94	297	4.20	349	4530.4761N	1334.8546E	
11/03/17	12:17:37	502	4.29	334	8.30	347	311	4.83	298	4.30	348	4530.4775N	1334.8542E	
11/03/17	12:17:37	503	4.21	334	8.21	344	311	4.80	296	4.20	346	4530.4785N	1334.8536E	
11/03/17	12:17:38	504	4.20	335	8.02	345	312	4.58	297	4.20	347	4530.4795N	1334.8531E	
11/03/17	12:17:39	505	4.20	335	8.00	345	312	4.56	297	4.20	346	4530.4810N	1334.8527E	
11/03/17	12:17:40	506	4.11	334	7.91	343	311	4.58	294	4.10	345	4530.4819N	1334.8517E	
11/03/17	12:17:41	507	4.10	336	7.99	343	314	4.57	297	4.10	345	4530.4829N	1334.8510E	
11/03/17	12:17:42	508	4.01	337	8.09	343	317	4.67	300	4.00	344	4530.4839N	1334.8501E	
11/03/17	12:17:43	509	4.00	337	8.10	343	317	4.69	300	4.00	343	4530.4849N	1334.8492E	
11/03/17	12:17:44	510	4.00	337	8.10	341	318	4.69	299	4.00	344	4530.4858N	1334.8488E	
11/03/17	12:17:45	511	4.00	338	8.10	342	319	4.64	301	4.00	344	4530.4868N	1334.8483E	
11/03/17	12:17:46	512	4.00	338	8.10	342	319	4.64	301	4.00	343	4530.4878N	1334.8486E	
11/03/17	12:17:47	513	4.00	338	8.10	341	319	4.64	301	4.00	344	4530.4888N	1334.8479E	
11/03/17	12:17:48	514	4.00	338	8.10	342	319	4.64	301	4.00	344	4530.4897N	1334.8475E	
11/03/17	12:17:49	515	4.00	338	8.19	342	320	4.73	302	4.00	346	4530.4907N	1334.8470E	
11/03/17	12:17:50	516	4.00	338	8.20	344	320	4.73	304	4.00	348	4530.4917N	1334.8468E	
11/03/17	12:17:51	517	4.00	341	8.29	345	324	4.70	310	4.00	349	4530.4932N	1334.8470E	
11/03/17	12:17:52	518	4.00	340	8.30	347	323	4.74	311	4.00	352	4530.4941N	1334.8470E	
11/03/17	12:17:53	519	4.09	339	8.30	350	321	4.71	311	4.10	355	4530.4956N	1334.8470E	
11/03/17	12:17:54	520	4.19	339	8.30	353	320	4.64	313	4.30	356	4530.4971N	1334.8470E	
11/03/17	12:17:55	521	4.20	337	8.21	354	317	4.63	310	4.40	357	4530.4985N	1334.8470E	
11/03/17	12:17:56	522	4.47	335	8.20	355	311	4.55	306	4.40	357	4530.4995N	1334.8469E	
11/03/17	12:17:57	523	4.50	333	8.11	355	307	4.57	302	4.40	356	4530.5010N	1334.8467E	
11/03/17	12:17:58	524	4.05	333	8.10	354	311	4.85	305	4.20	352	4530.5015N	1334.8467E	
11/03/17	12:17:59	525	4.27	334	8.01	351	310	4.58	300	4.30	349	4530.5029N	1334.8466E	
11/03/17	12:18:00	526	4.30	333	8.00	348	308	4.60	296	4.30	351	4530.5044N	1334.8466E	
11/03/17	12:18:01	527	4.39	333	8.00	349	307	4.55	296	4.40	352	4530.5059N	1334.8466E	
11/03/17	12:18:02	528	4.49	333	8.00	350	306	4.49	296	4.50	355	4530.5073N	1334.8464E	
11/03/17	12:18:03	529	4.50	333	8.09	354	306	4.56	300	4.50	356	4530.5088N	1334.8461E	
11/03/17	12:18:04	530	4.50	332	8.01	354	305	4.55	298	4.50	356	4530.5103N	1334.8458E	
11/03/17	12:18:05	531	4.41	332	7.91	355	305	4.52	299	4.40	356	4530.5117N	1334.8456E	
11/03/17	12:18:06	532	4.49	332	7.81	356	303	4.39	300	4.50	358	4530.5127N	1334.8457E	
11/03/17	12:18:08	533	4.41	332	7.80	357	304	4.42	301	4.40	359	4530.5137N	1334.8456E	
11/03/17	12:18:09	534	4.49	331	7.80	357	302	4.44	299	4.50	359	4530.5151N	1334.8455E	
11/03/17	12:18:10	535	4.50	331	7.71	357	301	4.36	298	4.60	358	4530.5166N	1334.8455E	
11/03/17	12:18:11	536	4.68	331	7.70	354	299	4.26	293	4.70	355	4530.5176N	1334.8450E	
11/03/17	12:18:12	537	4.70	331	7.70	352	299	4.25	290	4.60	353	4530.5190N	1334.8445E	
11/03/17	12:18:13	538	4.52	332	7.79	349	303	4.36	291	4.50	350	4530.5205N	1334.8442E	
11/03/17	12:18:14	539	4.41	332	7.80	346	304	4.42	290	4.30	347	4530.5210N	1334.8436E	
11/03/17	12:18:15	540	4.31	334	7.89	342	308	4.45	290	4.30	343	4530.5220N	1334.8427E	
11/03/17	12:18:16	541	4.30	334	7.90	341	309	4.45	290	4.30	343	4530.5229N	1334.8418E	
11/03/17	12:18:17	542	4.21	336	7.99	341	313	4.49	294	4.20	343	4530.5239N	1334.8408E	
11/03/17	12:18:18	543	4.20	337	8.00	341	315	4.45	296	4.20	343	4530.5249N	1334.8402E	
11/03/17	12:18:19	544	4.20	338	8.00	342	317	4.40	299	4.20	344	4530.5259N	1334.8395E	
11/03/17	12:18:20	545	4.11	338	8.00	344	318	4.46	301	4.20	346	4530.5273N	1334.8390E	
11/03/17	12:18:21	546	4.10	338	8.00	343	318	4.47	301	4.10	345	4530.5283N	1334.8386E	
11/03/17	12:18:22	547	4.10	339	8.00	341	319	4.43	300	4.10	342	4530.5293N	1334.8376E	
11/03/17	12:18:23	548	4.01	339	8.00	338	320	4.49	298	4.00	340	4530.5298N	1334.8365E	
11/03/17	12:18:24	549	3.91	339	8.00	336	321	4.57	298	3.90	338	4530.5308N	1334.8359E	
11/03/17	12:18:25	550	3.81	340	8.00	336	323	4.61	299	3.90	338	4530.5317N	1334.8356E	
11/03/17	12:18:26	551	4.07	340	8.18	338	322	4.57	300	4.00	340	4530.5327N	1334.8356E	
11/03/17	12:18:27	552	4.01	340	8.20	341	323	4.64	304	3.90	343	4530.5337N	1334.8352E	
11/03/17	12:18:28	553	4.00	341	8.20	341	324	4.61	305	4.00	343	4530.5347N	1334.8346E	
11/03/17	12:18:29	554	3.91	340	8.20	338	324	4.72	301	3.90	339	4530.5356N	1334.8339E	
11/03/17	12:18:30	555	3.90	341	8.20	335	325	4.69	300	3.90	337	4530.5366N	1334.8333E	
11/03/17	12:18:31	556	3.90	341	8.20	336	325	4.69	301	3.80	338	4530.5376N	1334.8326E	
11/03/17	12:18:32	557	3.81	341	8.29	336	326	4.85	302	3.80	338	4530.5381N	1334.8319E	
11/03/17	12:18:33	558	3.80	340	8.21	337	325	4.81	302	3.80	339	4530.5391N	1334.8314E	
11/03/17	12:18:34	559	3.71	339	8.02	338	323	4.74	300	3.70	340	4530.5400N	1334.8307E	
11/03/17	12:18:35	560	3.70	338	7.82	337	321	4.60	298	3.70	339	4530.5410N	1334.8301E	
11/03/17	12:18:36	561	3.70	338	7.80	336	320	4.59	297	3.70	338	4530.5420N	1334.8293E	
11/03/17	12:18:37	562	3.70	338	7.71	336	320	4.50	296	3.70	336	4530.5430N	1334.8287E	
11/03/17	12:18:38	563	3.79	338	7.61	334	319	4.34	293	3.80	336	4530.5435N	1334.8280E	
11/03/17	12:18:39	564	3.62	340	7.60	334	323	4.39	297	3.60	338	4530.5444N	1334.8274E	
11/03/17	12:18:40	565	3.60	340	7.60	336	324	4.39	299	3.60	339	4530.5454N	1334.8265E	
11/03/17	12:18:41	566	3.51	341	7.60	337	326	4.43	303	3.50	345	4530.5464N	1334.8262E	
11/03/17	12:18:42	567	3.59	341	7.60	343	325	4.36	308	3.60	348	4530.5479N	1334.8268E	
11/03/17	12:18:43	568	3.60	339	7.51	346	322	4.34	308	3.60	348	4530.5488N	1334.8271E	
11/03/17	12:18:44	569	3.60	339	7.50	346	322	4.34	308	3.60	351	4530.5503N	1334.8275E	
11/03/17	12:18:46	570	3.69	340	7.50	349	322	4.23	311	3.70	350	4530.5513N	1334.8275E	
11/03/17	12:18:46	571	3.79	337	7.59	348	318	4.35	306	3.80	350	4530.5522N	1334.8273E	
11/03/17	12:18:47	572	3.89	337	7.60	349	316	4.30	305	3.90	352	4530.5537N	1334.8269E	
11/03/17	12:18:48	573	3.99	337	7.60	350	315	4.23	305	3.90	353	4530.5547N	1334.8271E	
11/03/17	12:18:49	574	4.00	336	7.60	351	314	4.26	305	4.00	351	4530.5562N	1334.8269E	
11/03/17	12:18:50	575	3.91	335	7.51	350	313	4.29	302	4.00	352	4530.5576N	1334.8269E	
11/03/17	12:18:51	576	3.99	335	7.50	350	312	4.23	301	4.00	352	4530.5586N	1334.8267E	
11/03/17	12:18:52	577	4.00	334	7.50	351	310	4.28	301	4.00	353	4530.5601N	1334.8270E	
11/03/17	12:18:53	578	4.09	334	7.50	351	309	4.22	300	4.10	352	4530.5615N	1334.8267E	
11/03/17	12:18:54	579	3.92	333	7.50	350	309	4.38	300	4.00	348	4530.5625N	1334.8259E	
11/03/17	12:18:55	580	4.08	333	7.50	347	307	4.28	294	4.00	352	4530.5635N	1334.8256E	
11/03/17	12:18:56	581	4.10	334	7.50	350	309	4.22	298	4.10	353	4530.5654N	1334.8252E	
11/03/17	12:18:57	582	4.19	334	7.50	351	308	4.16	299	4.30	351	4530.5664N	1334.8246E	
11/03/17	12:18:58	583	4.20	335	7.68	350	310	4.27	300	4.20	354	4530.5679N	1334.8245E	
11/03/17	12:18:59	584	4.11	335	7.70	352	311	4.34	303	4.10	352	4530.5688N	1334.8245E	
11/03/17	12:19:00	585	4.19	334	7.79	351	310	4.42	300	4.20	351	4530.5698N	1334.8250E	
11/03/17	12:19:01	586	4.11	334	7.89	350	311	4.57	300	4.20	350	4530.5708N	1334.8251E	
11/03/17	12:19:02	587	4.19	333	7.99	345	309	4.66	294	4.20	347	4530.5718N	1334.8246E	
11/03/17	12:19:03	588	4.20	334	8.09	343	311	4.70	294	4.20	345	4530.5732N	1334.8241E	
11/03/17	12:19:04	589	4.20	334	8.10	342	311	4.70	293	4.20	344	4530.5742N	1334.8235E	
11/03/17	12:19:05	590	4.20	335	8.19	342	313	4.73	295	4.20	344	4530.5752N	1334.8228E	
11/03/17	12:19:06	591	4.20	335	8.38	342	314	4.91	296	4.20	344	4530.5767N	1334.8220E	
11/03/17	12:19:07	592	4.20	337	8.31	341	316	4.75	298	4.20	343	4530.5776N	1334.8213E	
11/03/17	12:19:08	593	4.20	337	8.30	340	317	4.73	296	4.20	342	4530.5786N	1334.8206E	
11/03/17	12:19:10	594	4.11	338	8.39	338	319	4.84	297	4.10	340	4530.5796N	1334.8198E	
11/03/17	12:19:11	595	4.10	339	8.40	336	321	4.81	297	4.10	338	4530.5806N	1334.8188E	
11/03/17	12:19:12	596	4.10	339	8.40	334	321	4.80	295	4.10	335	4530.5815N	1334.8177E	
11/03/17	12:19:13	597	4.01	339	8.40	332	322	4.87	294	4.10	334	4530.5825N	1334.8169E	
11/03/17	12:19:14	598	4.00	338	8.49	332	321	5.01	292	4.00	334	4530.5835N	1334.8162E	
11/03/17	12:19:15	599	3.91	339	8.50	332	323	5.05	295	3.90	334	4530.5845N	1334.8156E	
11/03/17	12:19:16	600	3.81	339	8.50	334	324	5.13	297	3.80	336	4530.5850N	1334.8149E	
11/03/17	12:19:17	601	3.71	339	8.50	334	324	5.21	298	3.70	336	4530.5854N	1334.8141E	
11/03/17	12:19:18	602	3.79	339	8.41	333	323	5.06	296	3.80	335	4530.5864N	1334.8132E	
11/03/17	12:19:19	603	3.71	340	8.40	332	325	5.08	297	3.80	334	4530.5869N	1334.8123E	
11/03/17	12:19:20	604	3.70	340	8.40	332	326	5.08	298	3.70	334	4530.5884N	1334.8116E	
11/03/17	12:19:21	605	3.70	341	8.22	333	327	4.88	300	3.80	335	4530.5894N	1334.8112E	
11/03/17	12:19:22	606	3.79	341	8.02	333	325	4.61	299	3.80	335	4530.5898N	1334.8105E	
11/03/17	12:19:23	607	3.71	341	7.91	333	326	4.57	299	3.80	335	4530.5908N	1334.8099E	
11/03/17	12:19:24	608	3.79	341	7.90	332	325	4.49	297	3.80	334	4530.5918N	1334.8092E	
11/03/17	12:19:25	609	3.80	340	7.81	332	323	4.43	296	3.80	334	4530.5928N	1334.8088E	
11/03/17	12:19:26	610	3.71	339	7.62	334	321	4.36	295	3.70	336	4530.5938N	1334.8083E	
11/03/17	12:19:27	611	3.61	340	7.60	335	323	4.39	299	3.60	337	4530.5952N	1334.8079E	
11/03/17	12:19:28	612	3.51	340	7.60	338	324	4.47	302	3.50	340	4530.5957N	1334.8075E	
11/03/17	12:19:29	613	3.50	340	7.42	341	324	4.30	305	3.50	343	4530.5967N	1334.8071E	
11/03/17	12:19:30	614	3.59	339	7.22	344	321	4.07	305	3.60	346	4530.5977N	1334.8069E	
11/03/17	12:19:31	615	3.60	338	7.20	345	319	4.09	304	3.60	347	4530.5986N	1334.8066E	
11/03/17	12:19:32	616	3.69	337	7.29	344	317	4.15	301	3.70	345	4530.6001N	1334.8065E	
11/03/17	12:19:33	617	3.79	337	7.30	344	316	4.09	300	3.80	346	4530.6006N	1334.8060E	
11/03/17	12:19:34	618	3.89	336	7.57	344	315	4.31	298	3.90	346	4530.6021N	1334.8055E	
11/03/17	12:19:35	619	3.90	335	7.69	344	314	4.46	298	3.90	346	4530.6030N	1334.8052E	
11/03/17	12:19:36	620	3.99	337	7.97	345	317	4.58	302	4.00	347	4530.6045N	1334.8049E	
11/03/17	12:19:37	621	4.18	337	8.00	345	315	4.46	300	4.20	346	4530.6055N	1334.8047E	
11/03/17	12:19:38	622	4.20	337	8.27	343	317	4.70	299	4.20	343	4530.6064N	1334.8040E	
11/03/17	12:19:39	623	4.20	335	8.57	341	315	5.07	296	4.20	343	4530.6074N	1334.8038E	
11/03/17	12:19:40	624	4.20	336	8.69	340	316	5.15	297	4.20	343	4530.6084N	1334.8033E	
11/03/17	12:19:41	625	4.20	336	8.70	341	317	5.15	298	4.20	343	4530.6099N	1334.8026E	
11/03/17	12:19:42	626	4.20	337	8.88	341	319	5.28	300	4.20	342	4530.6108N	1334.8018E	
11/03/17	12:19:43	627	4.47	336	8.99	340	316	5.23	296	4.50	341	4530.6128N	1334.8011E	
11/03/17	12:19:44	628	4.50	338	9.09	339	319	5.21	298	4.50	339	4530.6138N	1334.8002E	
11/03/17	12:19:45	629	4.41	338	9.10	337	320	5.28	296	4.40	338	4530.6147N	1334.7993E	
11/03/17	12:19:47	630	4.31	337	9.19	336	319	5.48	295	4.30	338	4530.6152N	1334.7983E	
11/03/17	12:19:47	631	4.21	338	9.20	336	321	5.53	297	4.20	339	4530.6162N	1334.7977E	
11/03/17	12:19:50	632	4.20	338	9.20	336	321	5.53	298	4.20	340	4530.6172N	1334.7970E	
11/03/17	12:19:50	633	4.20	338	9.20	338	321	5.53	299	4.30	342	4530.6187N	1334.7964E	
11/03/17	12:19:50	634	4.29	340	9.11	340	324	5.30	304	4.30	344	4530.6201N	1334.7961E	
11/03/17	12:19:53	635	4.39	340	9.10	342	323	5.20	305	4.40	345	4530.6216N	1334.7957E	
11/03/17	12:19:53	636	4.40	340	9.10	342	323	5.19	306	4.50	344	4530.6230N	1334.7950E	
11/03/17	12:19:54	637	4.49	339	9.10	342	321	5.16	303	4.50	343	4530.6245N	1334.7946E	
11/03/17	12:19:54	638	4.50	339	9.19	341	321	5.24	303	4.50	342	4530.6255N	1334.7939E	
11/03/17	12:19:55	639	4.59	336	9.20	340	316	5.33	296	4.60	340	4530.6274N	1334.7939E	
11/03/17	12:19:56	640	4.60	336	9.20	338	316	5.34	294	4.60	340	4530.6279N	1334.7932E	
11/03/17	12:19:57	641	4.42	336	9.47	338	318	5.72	295	4.40	340	4530.6289N	1334.7927E	
11/03/17	12:19:58	642	4.49	337	9.77	337	320	5.90	297	4.50	340	4530.6299N	1334.7925E	
11/03/17	12:19:59	643	4.50	338	9.80	337	321	5.88	299	4.50	338	4530.6313N	1334.7920E	
11/03/17	12:20:00	644	4.50	338	9.80	336	321	5.88	298	4.50	338	4530.6323N	1334.7913E	
11/03/17	12:20:01	645	4.50	337	9.71	336	320	5.83	296	4.50	338	4530.6333N	1334.7903E	
11/03/17	12:20:02	646	4.50	338	9.79	337	321	5.87	298	4.50	339	4530.6343N	1334.7898E	
11/03/17	12:20:03	647	4.41	339	9.80	335	323	5.90	299	4.40	338	4530.6353N	1334.7891E	
11/03/17	12:20:04	648	4.40	341	9.71	335	326	5.74	301	4.40	337	4530.6362N	1334.7882E	
11/03/17	12:20:05	649	4.31	341	9.70	335	327	5.80	302	4.30	337	4530.6372N	1334.7875E	
11/03/17	12:20:06	650	4.21	341	9.61	334	327	5.79	301	4.20	336	4530.6382N	1334.7871E	
11/03/17	12:20:07	651	4.29	342	9.51	336	328	5.59	304	4.30	339	4530.6396N	1334.7869E	
11/03/17	12:20:08	652	4.39	341	9.50	337	326	5.53	303	4.40	339	4530.6411N	1334.7867E	
11/03/17	12:20:09	653	4.40	341	9.50	338	326	5.53	304	4.40	340	4530.6426N	1334.7865E	
11/03/17	12:20:10	654	4.31	341	9.50	338	326	5.60	305	4.30	341	4530.6436N	1334.7860E	
11/03/17	12:20:12	655	4.30	341	9.50	338	327	5.61	305	4.30	340	4530.6445N	1334.7852E	
11/03/17	12:20:13	656	4.21	341	9.41	338	327	5.60	305	4.20	340	4530.6455N	1334.7845E	
11/03/17	12:20:14	657	4.20	341	9.40	338	327	5.60	305	4.20	340	4530.6470N	1334.7844E	
11/03/17	12:20:15	658	4.20	342	9.40	338	328	5.56	306	4.20	340	4530.6479N	1334.7838E	
11/03/17	12:20:16	659	4.11	343	9.40	336	330	5.60	307	4.10	338	4530.6489N	1334.7831E	
11/03/17	12:20:17	660	4.10	343	9.40	336	331	5.61	307	4.10	338	4530.6499N	1334.7823E	
11/03/17	12:20:18	661	4.10	342	9.31	336	329	5.55	305	4.10	338	4530.6514N	1334.7819E	
11/03/17	12:20:19	662	4.10	343	9.12	337	330	5.34	306	4.10	339	4530.6523N	1334.7812E	
11/03/17	12:20:20	663	4.01	343	9.19	337	331	5.48	307	4.00	339	4530.6528N	1334.7806E	
11/03/17	12:20:21	664	4.00	343	9.20	336	331	5.50	307	4.00	338	4530.6538N	1334.7799E	
11/03/17	12:20:22	665	4.00	343	9.29	335	331	5.59	306	4.00	337	4530.6548N	1334.7791E	
11/03/17	12:20:23	666	4.00	345	9.39	335	334	5.63	309	4.00	337	4530.6562N	1334.7782E	
11/03/17	12:20:24	667	3.91	346	9.40	334	336	5.69	311	4.00	336	4530.6572N	1334.7777E	
11/03/17	12:20:25	668	3.90	346	9.40	333	336	5.69	310	4.00	335	4530.6582N	1334.7769E	
11/03/17	12:20:26	669	3.99	347	9.49	333	338	5.68	311	3.80	335	4530.6587N	1334.7761E	
11/03/17	12:20:27	670	3.46	346	9.68	325	339	6.38	304	3.50	326	4530.6597N	1334.7758E	
11/03/17	12:20:28	671	3.50	347	9.97	323	340	6.61	303	3.50	325	4530.6602N	1334.7747E	
11/03/17	12:20:29	672	3.50	347	10.00	320	340	6.63	300	3.50	322	4530.6611N	1334.7737E	
11/03/17	12:20:30	673	3.50	348	10.09	319	342	6.71	301	3.60	321	4530.6616N	1334.7726E	
11/03/17	12:20:31	674	3.59	348	9.83	317	341	6.36	299	3.50	319	4530.6626N	1334.7716E	
11/03/17	12:20:32	675	3.42	351	9.80	319	346	6.45	305	3.50	321	4530.6631N	1334.7704E	
11/03/17	12:20:33	676	3.22	351	9.44	321	346	6.28	307	3.20	323	4530.6641N	1334.7693E	
11/03/17	12:20:34	677	3.20	351	9.40	324	346	6.26	310	3.20	326	4530.6646N	1334.7690E	
11/03/17	12:20:35	678	3.11	351	9.13	327	346	6.08	313	3.10	329	4530.6655N	1334.7687E	
11/03/17	12:20:36	679	3.10	351	8.74	330	346	5.70	316	3.10	332	4530.6660N	1334.7682E	
11/03/17	12:20:37	680	2.92	350	8.43	331	345	5.58	316	2.90	333	4530.6665N	1334.7677E	
11/03/17	12:20:38	681	2.99	350	8.40	332	345	5.48	317	3.00	334	4530.6670N	1334.7673E	
11/03/17	12:20:39	682	3.18	347	8.22	335	340	5.17	314	3.20	337	4530.6675N	1334.7670E	
11/03/17	12:20:40	683	3.29	347	8.20	339	339	5.05	317	3.30	341	4530.6689N	1334.7668E	
11/03/17	12:20:41	684	3.30	347	8.20	338	339	5.04	317	3.30	340	4530.6699N	1334.7666E	
11/03/17	12:20:42	685	3.39	342	7.84	338	330	4.72	308	3.40	339	4530.6704N	1334.7659E	
11/03/17	12:20:43	686	3.40	341	7.80	337	328	4.72	304	3.40	339	4530.6714N	1334.7653E	
11/03/17	12:20:44	687	3.49	340	7.98	337	326	4.85	303	3.50	338	4530.6724N	1334.7646E	
11/03/17	12:20:45	688	3.50	340	8.00	336	326	4.86	302	3.50	338	4530.6733N	1334.7640E	
11/03/17	12:20:46	689	3.59	339	8.00	336	324	4.82	300	3.60	337	4530.6748N	1334.7635E	
11/03/17	12:20:47	690	3.60	339	8.00	335	323	4.82	299	3.60	339	4530.6763N	1334.7632E	
11/03/17	12:20:48	691	3.60	339	8.00	337	323	4.82	300	3.60	339	4530.6772N	1334.7628E	
11/03/17	12:20:49	692	3.69	339	8.00	337	323	4.74	300	3.70	341	4530.6782N	1334.7622E	
11/03/17	12:20:50	693	3.79	340	8.18	339	324	4.80	303	3.80	342	4530.6797N	1334.7617E	
