----------------------------- log1Hz20180215_0957 --------------------------
----------------------------- DAMPING --------------------------
BS:	0.598
HDG:	0.598
AWA:	0.794
AWS:	0.696
COG:	0.596
SOG:	0.596
SET:	0.950
DRIFT:	0.950
TWA True:	0.950
TWS True:	0.956
TWD True:	0.965
TWA Ground:	0.900
TWS Ground:	0.900
TWD Ground:	0.900

----------------------------- LEEWAY & PROPELLER --------------------------
BS Point 1 - BS: 2.0	 GAIN: 1.300
BS Point 2 - BS: 6.9	 GAIN: 1.200
BS Point 3 - BS: 14.1	 GAIN: 1.000
BS Point 4 - BS: 28.2	 GAIN: 0.900

----------------------------- DONGLE SETTINGS --------------------------
WIND SENSOR:	ST-60/70 Raymarine
WIND OFFSET:	-175
TWA UPWIND:	0.0,0.0,0.0,0.0,0.0,0.0
TWA REACHING:	0.0,0.0,0.0,0.0,0.0,0.0
TWA DOWNWIND:	0.0,0.0,0.0,0.0,0.0,0.0
TWS CORR Kt:	0.0,0.0,0.0,0.0,0.0,0.0
TWS CORR Angle:	140.0,140.0,140.0,140.0,140.0,140.0
BS SENSOR:	NMEA
DEPTH:	0.20
HDG SENSOR:	NMEA
HDG OFFSET:	2

----------------------------- LOG --------------------------
Date	Time	Ts	BS	AWA	AWS	HDG	TWA	TWS	TWD	WindType	SOG	COG	Lat	Lon	Set	Drift	FreezeWind	FreezeTide
15/02/18	10:34:58	2614	0.15	144	3.91	280	145	4.03	65	True	0.03	273	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:34:59	2615	0.14	141	3.98	281	142	4.09	63	True	0.02	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:00	2616	0.08	141	4.01	281	142	4.07	63	True	0.01	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:01	2617	0.05	140	4.06	281	140	4.10	61	True	0.01	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:02	2618	0.03	138	4.04	281	138	4.06	60	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:03	2619	0.02	140	4.04	281	140	4.05	61	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:04	2620	0.01	135	4.05	282	136	4.06	58	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:05	2621	0.01	137	4.08	282	137	4.08	59	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:06	2622	0.00	137	4.12	282	137	4.12	59	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:07	2623	0.00	136	4.12	283	136	4.12	59	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:08	2624	0.00	133	4.08	282	133	4.08	56	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:09	2625	0.00	132	4.10	282	132	4.10	55	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:10	2626	0.00	132	4.06	283	132	4.06	55	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:11	2627	0.00	131	3.97	283	131	3.97	55	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:12	2628	0.00	130	3.98	284	130	3.98	53	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:13	2629	0.00	131	3.90	284	131	3.90	55	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:14	2630	0.00	129	3.91	284	129	3.91	53	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:15	2631	0.00	132	3.81	284	132	3.81	56	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:16	2632	0.00	127	3.72	284	127	3.72	52	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:18	2633	0.00	128	3.60	285	128	3.60	52	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:18	2634	0.00	128	3.66	285	128	3.66	52	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:19	2635	0.00	129	3.86	285	129	3.86	55	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:20	2636	0.00	130	4.11	286	130	4.11	56	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:21	2637	0.00	133	4.29	286	133	4.29	58	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:22	2638	0.00	133	4.37	286	133	4.37	59	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:24	2639	0.00	136	4.44	286	136	4.44	62	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:25	2640	0.00	139	4.37	286	139	4.37	65	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:26	2641	0.00	138	4.41	287	138	4.41	65	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:27	2642	0.00	137	4.47	286	137	4.47	63	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:28	2643	0.00	131	4.44	287	131	4.44	58	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:29	2644	0.00	132	4.27	287	132	4.27	59	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:30	2645	0.00	135	4.04	287	135	4.04	62	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:31	2646	0.00	136	3.86	287	136	3.86	63	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:32	2647	0.00	134	3.72	287	134	3.72	61	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:33	2648	0.00	136	3.61	286	136	3.61	62	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:34	2649	0.00	137	3.50	286	137	3.50	63	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:35	2650	0.00	139	3.40	286	139	3.40	65	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:36	2651	0.00	139	3.35	286	139	3.35	64	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:37	2652	0.00	139	3.34	286	139	3.34	65	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:38	2653	0.00	139	3.36	286	139	3.36	64	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:39	2654	0.00	135	3.44	286	135	3.44	61	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:40	2655	0.00	134	3.44	286	134	3.44	60	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:41	2656	0.00	133	3.46	286	133	3.46	60	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:42	2657	0.00	132	3.45	286	132	3.45	59	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:43	2658	0.00	134	3.42	287	134	3.42	61	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:44	2659	0.00	134	3.38	287	134	3.38	61	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:45	2660	0.00	137	3.35	287	137	3.35	64	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:46	2661	0.00	132	3.31	287	132	3.31	60	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:47	2662	0.00	136	3.23	288	136	3.23	63	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:48	2663	0.00	136	3.18	287	136	3.18	63	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:49	2664	0.00	133	3.17	288	133	3.17	61	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:50	2665	0.00	130	3.14	288	130	3.14	58	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:51	2666	0.00	129	3.14	288	129	3.14	57	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:52	2667	0.00	129	3.12	288	129	3.12	57	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:53	2668	0.00	130	3.24	288	130	3.24	57	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:54	2669	0.00	127	3.30	288	127	3.30	54	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:55	2670	0.00	124	3.37	288	124	3.37	52	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:56	2671	0.00	123	3.44	288	123	3.44	50	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:57	2672	0.00	122	3.52	288	122	3.52	50	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:58	2673	0.00	121	3.57	288	121	3.57	49	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:35:59	2674	0.00	125	3.62	288	125	3.62	52	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:00	2675	0.00	125	3.64	288	125	3.64	53	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:01	2676	0.00	125	3.62	288	125	3.62	53	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:02	2677	0.00	126	3.49	288	126	3.49	54	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:03	2678	0.00	126	3.39	288	126	3.39	54	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:04	2679	0.00	129	3.32	288	129	3.32	58	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:05	2680	0.00	128	3.25	289	128	3.25	56	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:06	2681	0.00	130	3.23	289	130	3.23	59	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:07	2682	0.00	129	3.30	288	129	3.30	57	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:08	2683	0.00	130	3.43	289	130	3.43	58	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:09	2684	0.00	131	3.56	289	131	3.56	60	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:10	2685	0.00	130	3.65	289	130	3.65	59	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:11	2686	0.00	130	3.73	289	130	3.73	59	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:12	2687	0.00	132	3.70	290	132	3.70	62	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:14	2688	0.00	130	3.67	289	130	3.67	59	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:15	2689	0.00	133	3.58	290	133	3.58	62	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:16	2690	0.00	129	3.62	289	129	3.62	58	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:17	2691	0.00	132	3.61	289	132	3.61	62	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:18	2692	0.00	132	3.63	289	132	3.63	61	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:19	2693	0.00	133	3.60	289	133	3.60	62	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:20	2694	0.00	134	3.63	290	134	3.63	63	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:21	2695	0.00	133	3.69	290	133	3.69	63	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:22	2696	0.00	133	3.77	289	133	3.77	62	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:23	2697	0.00	132	3.80	290	132	3.80	62	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:24	2698	0.00	131	3.77	290	131	3.77	61	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:25	2699	0.00	129	3.74	290	129	3.74	59	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:26	2700	0.00	126	3.67	291	126	3.67	57	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:27	2701	0.00	125	3.65	291	125	3.65	56	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:28	2702	0.00	121	3.69	292	121	3.69	53	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:29	2703	0.00	122	3.68	292	122	3.68	54	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:30	2704	0.00	123	3.64	292	123	3.64	55	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:31	2705	0.00	123	3.57	293	123	3.57	56	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:32	2706	0.00	124	3.53	293	124	3.53	57	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:33	2707	0.00	123	3.59	294	123	3.59	57	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:34	2708	0.00	121	3.67	293	121	3.67	55	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:35	2709	0.00	121	3.74	293	121	3.74	54	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:36	2710	0.00	117	3.78	293	117	3.78	50	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:37	2711	0.00	115	3.91	293	115	3.91	49	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:38	2712	0.00	113	4.07	293	113	4.07	47	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:39	2713	0.00	113	4.14	293	113	4.14	46	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:40	2714	0.00	112	4.21	294	112	4.21	46	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:41	2715	0.00	111	4.19	293	111	4.19	44	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:42	2716	0.00	110	4.12	293	110	4.12	43	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:43	2717	0.00	108	4.05	293	108	4.05	41	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:44	2718	0.00	109	3.99	294	109	3.99	42	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:45	2719	0.00	108	3.94	293	108	3.94	41	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:46	2720	0.00	109	3.93	293	109	3.93	42	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:47	2721	0.00	109	3.98	293	109	3.98	42	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:48	2722	0.00	107	4.06	293	107	4.06	40	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:49	2723	0.00	110	4.13	293	110	4.13	43	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:50	2724	0.00	109	4.16	293	109	4.16	42	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:51	2725	0.00	109	4.20	293	109	4.20	42	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:52	2726	0.00	108	4.15	293	108	4.15	41	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:53	2727	0.00	111	4.09	293	111	4.09	44	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:54	2728	0.00	108	4.05	293	108	4.05	41	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:55	2729	0.00	107	4.00	293	107	4.00	40	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:56	2730	0.00	109	3.98	293	109	3.98	42	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:57	2731	0.00	109	4.00	294	109	4.00	43	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:58	2732	0.00	110	3.97	294	110	3.97	44	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:36:59	2733	0.00	111	3.98	294	111	3.98	45	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:37:00	2734	0.00	110	3.91	294	110	3.91	44	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:37:01	2735	0.00	112	3.81	294	112	3.81	47	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:37:02	2736	0.00	111	3.80	295	111	3.80	46	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:37:04	2737	0.00	113	3.70	295	113	3.70	48	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:37:05	2738	0.00	112	3.63	295	112	3.63	47	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:37:06	2739	0.00	111	3.62	295	111	3.62	47	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:37:07	2740	0.00	111	3.61	295	111	3.61	46	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:37:08	2741	0.00	113	3.62	295	113	3.62	48	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:37:09	2742	0.00	111	3.63	296	111	3.63	47	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:37:10	2743	0.00	113	3.60	296	113	3.60	49	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:37:11	2744	0.00	110	3.55	296	110	3.55	46	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:37:12	2745	0.00	112	3.47	297	112	3.47	49	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:37:13	2746	0.00	112	3.46	297	112	3.46	49	True	0.00	272	4533.0557N	1338.5131E	-	-	NO	NO
15/02/18	10:37:14	2747	0.00	109	3.47	297	109	3.47	46	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:37:15	2748	0.00	113	3.46	298	113	3.46	50	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:37:16	2749	0.00	109	3.55	298	109	3.55	47	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:37:17	2750	0.00	111	3.61	298	111	3.61	49	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:37:18	2751	0.00	113	3.71	298	113	3.71	51	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:37:19	2752	0.00	114	3.80	298	114	3.80	52	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:37:20	2753	0.00	118	3.83	298	118	3.83	56	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:37:21	2754	0.00	121	3.81	299	121	3.81	60	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:37:22	2755	0.00	122	3.82	298	122	3.82	60	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:37:23	2756	0.00	122	3.76	299	122	3.76	62	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:37:24	2757	0.00	124	3.71	300	124	3.71	64	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:37:25	2758	0.00	124	3.82	300	124	3.82	64	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:37:26	2759	0.00	123	3.90	299	123	3.90	62	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:37:27	2760	0.00	122	3.94	300	122	3.94	62	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:37:28	2761	0.00	124	3.89	300	124	3.89	65	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:37:29	2762	0.00	127	3.83	301	127	3.83	68	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:37:30	2763	0.00	125	3.76	301	125	3.76	66	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:37:31	2764	0.00	124	3.75	301	124	3.75	65	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:37:32	2765	0.00	127	3.72	301	127	3.72	69	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:37:33	2766	0.00	129	3.67	302	129	3.67	71	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:37:34	2767	0.00	127	3.65	302	127	3.65	69	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:37:35	2768	0.00	128	3.65	302	128	3.65	71	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:37:36	2769	0.00	127	3.63	302	127	3.63	69	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:37:37	2770	0.00	127	3.57	303	127	3.57	70	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:37:38	2771	0.00	126	3.51	303	126	3.51	69	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:37:39	2772	0.00	127	3.45	303	127	3.45	71	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:37:40	2773	0.00	122	3.39	304	122	3.39	66	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:37:41	2774	0.00	126	3.29	304	126	3.29	70	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:37:42	2775	0.00	122	3.28	305	122	3.28	67	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:37:43	2776	0.00	123	3.18	305	123	3.18	67	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:37:44	2777	0.00	121	3.13	305	121	3.13	66	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:37:45	2778	0.00	123	3.06	305	123	3.06	68	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:37:46	2779	0.00	120	3.04	305	120	3.04	65	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:37:47	2780	0.00	122	2.98	306	122	2.98	68	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:37:48	2781	0.00	118	3.01	306	118	3.01	64	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:37:49	2782	0.00	118	2.91	306	118	2.91	65	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:37:50	2783	0.00	120	2.82	306	120	2.82	67	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:37:51	2784	0.00	119	2.74	306	119	2.74	65	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:37:52	2785	0.00	121	2.71	306	121	2.71	67	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:37:54	2786	0.00	117	2.69	307	117	2.69	64	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:37:55	2787	0.00	121	2.69	307	121	2.69	68	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:37:56	2788	0.00	114	2.68	307	114	2.68	61	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:37:57	2789	0.00	116	2.70	308	116	2.70	63	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:37:58	2790	0.00	115	2.69	309	115	2.69	63	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:37:59	2791	0.00	114	2.73	309	114	2.73	64	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:38:00	2792	0.00	114	2.78	309	114	2.78	63	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:38:01	2793	0.00	115	2.83	309	115	2.83	64	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:38:02	2794	0.00	115	2.82	310	115	2.82	65	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:38:03	2795	0.00	114	2.72	310	114	2.72	65	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:38:04	2796	0.00	115	2.64	310	115	2.64	66	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:38:05	2797	0.00	117	2.67	311	117	2.67	68	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:38:06	2798	0.00	116	2.85	310	116	2.85	66	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:38:07	2799	0.00	116	3.01	311	116	3.01	67	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:38:08	2800	0.00	117	3.08	310	117	3.08	67	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:38:09	2801	0.00	117	3.13	311	117	3.13	67	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:38:10	2802	0.00	117	3.13	311	117	3.13	68	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:38:11	2803	0.00	118	3.10	311	118	3.10	69	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:38:12	2804	0.00	116	3.03	311	116	3.03	67	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:38:13	2805	0.00	119	3.01	312	119	3.01	71	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:38:14	2806	0.00	114	3.02	312	114	3.02	66	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:38:15	2807	0.00	115	3.01	312	115	3.01	67	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:38:16	2808	0.00	112	3.04	312	112	3.04	64	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:38:17	2809	0.00	112	3.13	312	112	3.13	64	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:38:18	2810	0.00	112	3.20	312	112	3.20	64	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
15/02/18	10:38:19	2811	0.00	108	3.31	312	108	3.31	60	True	0.00	272	4533.0557N	1338.4969E	-	-	NO	NO
