----------------------------- log1Hz20180215_0957_Charts --------------------------
Date	Time	Ts	GWD	GWS	TWD	TWS	SET	DRIFT	Lat	Lon
15/02/18	10:34:58	2614	60	4.55	62	5.71	-	-	4533.0557N	1338.5131E
15/02/18	10:34:59	2615	60	4.50	62	5.63	-	-	4533.0557N	1338.5131E
15/02/18	10:35:00	2616	59	4.45	62	5.57	-	-	4533.0557N	1338.5131E
15/02/18	10:35:01	2617	58	4.41	62	5.50	-	-	4533.0557N	1338.5131E
15/02/18	10:35:02	2618	57	4.37	62	5.44	-	-	4533.0557N	1338.5131E
15/02/18	10:35:03	2619	57	4.34	62	5.38	-	-	4533.0557N	1338.5131E
15/02/18	10:35:04	2620	56	4.31	62	5.32	-	-	4533.0557N	1338.5131E
15/02/18	10:35:05	2621	55	4.29	62	5.26	-	-	4533.0557N	1338.5131E
15/02/18	10:35:06	2622	55	4.27	62	5.21	-	-	4533.0557N	1338.5131E
15/02/18	10:35:07	2623	54	4.25	61	5.16	-	-	4533.0557N	1338.5131E
15/02/18	10:35:08	2624	53	4.24	61	5.12	-	-	4533.0557N	1338.5131E
15/02/18	10:35:09	2625	52	4.22	61	5.07	-	-	4533.0557N	1338.5131E
15/02/18	10:35:10	2626	52	4.21	61	5.03	-	-	4533.0557N	1338.5131E
15/02/18	10:35:11	2627	51	4.18	61	4.98	-	-	4533.0557N	1338.5131E
15/02/18	10:35:12	2628	50	4.16	60	4.93	-	-	4533.0557N	1338.5131E
15/02/18	10:35:13	2629	49	4.14	60	4.89	-	-	4533.0557N	1338.5131E
15/02/18	10:35:14	2630	49	4.11	60	4.85	-	-	4533.0557N	1338.5131E
15/02/18	10:35:15	2631	48	4.08	60	4.80	-	-	4533.0557N	1338.5131E
15/02/18	10:35:16	2632	47	4.05	60	4.75	-	-	4533.0557N	1338.5131E
15/02/18	10:35:18	2633	47	4.00	59	4.70	-	-	4533.0557N	1338.5131E
15/02/18	10:35:18	2634	46	3.97	59	4.65	-	-	4533.0557N	1338.5131E
15/02/18	10:35:19	2635	45	3.96	59	4.62	-	-	4533.0557N	1338.5131E
15/02/18	10:35:20	2636	45	3.97	59	4.60	-	-	4533.0557N	1338.5131E
15/02/18	10:35:21	2637	45	4.01	59	4.58	-	-	4533.0557N	1338.5131E
15/02/18	10:35:22	2638	45	4.04	59	4.57	-	-	4533.0557N	1338.5131E
15/02/18	10:35:24	2639	45	4.08	59	4.57	-	-	4533.0557N	1338.5131E
15/02/18	10:35:25	2640	46	4.11	59	4.56	-	-	4533.0557N	1338.5131E
15/02/18	10:35:26	2641	46	4.14	59	4.55	-	-	4533.0557N	1338.5131E
15/02/18	10:35:27	2642	47	4.17	59	4.55	-	-	4533.0557N	1338.5131E
15/02/18	10:35:28	2643	46	4.20	59	4.54	-	-	4533.0557N	1338.5131E
15/02/18	10:35:29	2644	46	4.21	59	4.53	-	-	4533.0557N	1338.5131E
15/02/18	10:35:30	2645	46	4.19	59	4.51	-	-	4533.0557N	1338.5131E
15/02/18	10:35:31	2646	46	4.16	60	4.48	-	-	4533.0557N	1338.5131E
15/02/18	10:35:32	2647	46	4.11	60	4.45	-	-	4533.0557N	1338.5131E
15/02/18	10:35:33	2648	47	4.06	60	4.41	-	-	4533.0557N	1338.5131E
15/02/18	10:35:34	2649	47	4.01	60	4.37	-	-	4533.0557N	1338.5131E
15/02/18	10:35:35	2650	47	3.95	60	4.33	-	-	4533.0557N	1338.5131E
15/02/18	10:35:36	2651	48	3.89	60	4.28	-	-	4533.0557N	1338.5131E
15/02/18	10:35:37	2652	48	3.83	60	4.24	-	-	4533.0557N	1338.5131E
15/02/18	10:35:38	2653	48	3.78	60	4.20	-	-	4533.0557N	1338.5131E
15/02/18	10:35:39	2654	48	3.75	61	4.17	-	-	4533.0557N	1338.5131E
15/02/18	10:35:40	2655	48	3.72	60	4.14	-	-	4533.0557N	1338.5131E
15/02/18	10:35:41	2656	48	3.69	60	4.11	-	-	4533.0557N	1338.5131E
15/02/18	10:35:42	2657	47	3.67	60	4.08	-	-	4533.0557N	1338.5131E
15/02/18	10:35:43	2658	47	3.64	60	4.05	-	-	4533.0557N	1338.5131E
15/02/18	10:35:44	2659	47	3.62	60	4.02	-	-	4533.0557N	1338.5131E
15/02/18	10:35:45	2660	47	3.59	61	3.99	-	-	4533.0557N	1338.5131E
15/02/18	10:35:46	2661	47	3.56	60	3.96	-	-	4533.0557N	1338.5131E
15/02/18	10:35:47	2662	47	3.53	61	3.93	-	-	4533.0557N	1338.5131E
15/02/18	10:35:48	2663	47	3.49	61	3.89	-	-	4533.0557N	1338.5131E
15/02/18	10:35:49	2664	47	3.46	61	3.86	-	-	4533.0557N	1338.5131E
15/02/18	10:35:50	2665	47	3.43	61	3.83	-	-	4533.0557N	1338.5131E
15/02/18	10:35:51	2666	46	3.40	60	3.80	-	-	4533.0557N	1338.5131E
15/02/18	10:35:52	2667	46	3.37	60	3.77	-	-	4533.0557N	1338.5131E
15/02/18	10:35:53	2668	45	3.36	60	3.75	-	-	4533.0557N	1338.5131E
15/02/18	10:35:54	2669	45	3.35	60	3.73	-	-	4533.0557N	1338.5131E
15/02/18	10:35:55	2670	44	3.36	60	3.71	-	-	4533.0557N	1338.5131E
15/02/18	10:35:56	2671	43	3.36	59	3.70	-	-	4533.0557N	1338.5131E
15/02/18	10:35:57	2672	42	3.38	59	3.69	-	-	4533.0557N	1338.5131E
15/02/18	10:35:58	2673	41	3.40	59	3.69	-	-	4533.0557N	1338.5131E
15/02/18	10:35:59	2674	41	3.42	59	3.68	-	-	4533.0557N	1338.5131E
15/02/18	10:36:00	2675	40	3.44	58	3.68	-	-	4533.0557N	1338.5131E
15/02/18	10:36:01	2676	40	3.46	58	3.68	-	-	4533.0557N	1338.5131E
15/02/18	10:36:02	2677	40	3.46	58	3.67	-	-	4533.0557N	1338.5131E
15/02/18	10:36:03	2678	40	3.46	58	3.66	-	-	4533.0557N	1338.5131E
15/02/18	10:36:04	2679	40	3.44	58	3.64	-	-	4533.0557N	1338.5131E
15/02/18	10:36:05	2680	40	3.42	58	3.62	-	-	4533.0557N	1338.5131E
15/02/18	10:36:06	2681	40	3.40	58	3.61	-	-	4533.0557N	1338.5131E
15/02/18	10:36:07	2682	40	3.39	58	3.59	-	-	4533.0557N	1338.5131E
15/02/18	10:36:08	2683	41	3.40	58	3.59	-	-	4533.0557N	1338.5131E
15/02/18	10:36:09	2684	41	3.41	58	3.59	-	-	4533.0557N	1338.5131E
15/02/18	10:36:10	2685	41	3.44	58	3.59	-	-	4533.0557N	1338.5131E
15/02/18	10:36:11	2686	41	3.47	58	3.59	-	-	4533.0557N	1338.5131E
15/02/18	10:36:12	2687	42	3.49	58	3.60	-	-	4533.0557N	1338.5131E
15/02/18	10:36:14	2688	42	3.51	58	3.60	-	-	4533.0557N	1338.5131E
15/02/18	10:36:15	2689	42	3.51	58	3.60	-	-	4533.0557N	1338.5131E
15/02/18	10:36:16	2690	42	3.53	58	3.60	-	-	4533.0557N	1338.5131E
15/02/18	10:36:17	2691	42	3.53	58	3.60	-	-	4533.0557N	1338.5131E
15/02/18	10:36:18	2692	42	3.54	59	3.60	-	-	4533.0557N	1338.5131E
15/02/18	10:36:19	2693	43	3.55	59	3.60	-	-	4533.0557N	1338.5131E
15/02/18	10:36:20	2694	43	3.56	59	3.60	-	-	4533.0557N	1338.5131E
15/02/18	10:36:21	2695	43	3.57	59	3.61	-	-	4533.0557N	1338.5131E
15/02/18	10:36:22	2696	43	3.59	59	3.62	-	-	4533.0557N	1338.5131E
15/02/18	10:36:23	2697	44	3.61	59	3.62	-	-	4533.0557N	1338.5131E
15/02/18	10:36:24	2698	44	3.63	59	3.63	-	-	4533.0557N	1338.5131E
15/02/18	10:36:25	2699	43	3.64	59	3.63	-	-	4533.0557N	1338.5131E
15/02/18	10:36:26	2700	43	3.64	59	3.64	-	-	4533.0557N	1338.5131E
15/02/18	10:36:27	2701	42	3.64	59	3.64	-	-	4533.0557N	1338.5131E
15/02/18	10:36:28	2702	41	3.65	59	3.64	-	-	4533.0557N	1338.5131E
15/02/18	10:36:29	2703	41	3.65	59	3.64	-	-	4533.0557N	1338.5131E
15/02/18	10:36:30	2704	40	3.65	59	3.64	-	-	4533.0557N	1338.5131E
15/02/18	10:36:31	2705	40	3.64	58	3.64	-	-	4533.0557N	1338.5131E
15/02/18	10:36:32	2706	39	3.63	58	3.63	-	-	4533.0557N	1338.5131E
15/02/18	10:36:33	2707	39	3.63	58	3.63	-	-	4533.0557N	1338.5131E
15/02/18	10:36:34	2708	38	3.63	58	3.63	-	-	4533.0557N	1338.5131E
15/02/18	10:36:35	2709	38	3.64	58	3.64	-	-	4533.0557N	1338.5131E
15/02/18	10:36:36	2710	37	3.65	58	3.64	-	-	4533.0557N	1338.5131E
15/02/18	10:36:37	2711	36	3.68	58	3.66	-	-	4533.0557N	1338.5131E
15/02/18	10:36:38	2712	35	3.72	57	3.67	-	-	4533.0557N	1338.5131E
15/02/18	10:36:39	2713	34	3.76	57	3.69	-	-	4533.0557N	1338.5131E
15/02/18	10:36:40	2714	33	3.81	56	3.72	-	-	4533.0557N	1338.5131E
15/02/18	10:36:41	2715	32	3.84	56	3.74	-	-	4533.0557N	1338.5131E
15/02/18	10:36:42	2716	31	3.87	56	3.76	-	-	4533.0557N	1338.5131E
15/02/18	10:36:43	2717	30	3.89	55	3.77	-	-	4533.0557N	1338.5131E
15/02/18	10:36:44	2718	29	3.90	55	3.78	-	-	4533.0557N	1338.5131E
15/02/18	10:36:45	2719	28	3.90	54	3.79	-	-	4533.0557N	1338.5131E
15/02/18	10:36:46	2720	28	3.91	54	3.79	-	-	4533.0557N	1338.5131E
15/02/18	10:36:47	2721	27	3.91	53	3.80	-	-	4533.0557N	1338.5131E
15/02/18	10:36:48	2722	26	3.93	53	3.81	-	-	4533.0557N	1338.5131E
15/02/18	10:36:49	2723	26	3.95	53	3.83	-	-	4533.0557N	1338.5131E
15/02/18	10:36:50	2724	25	3.97	52	3.84	-	-	4533.0557N	1338.5131E
15/02/18	10:36:51	2725	25	3.99	52	3.86	-	-	4533.0557N	1338.5131E
15/02/18	10:36:52	2726	25	4.01	51	3.87	-	-	4533.0557N	1338.5131E
15/02/18	10:36:53	2727	24	4.02	51	3.88	-	-	4533.0557N	1338.5131E
15/02/18	10:36:54	2728	24	4.02	51	3.89	-	-	4533.0557N	1338.5131E
15/02/18	10:36:55	2729	23	4.02	50	3.89	-	-	4533.0557N	1338.5131E
15/02/18	10:36:56	2730	23	4.01	50	3.90	-	-	4533.0557N	1338.5131E
15/02/18	10:36:57	2731	23	4.01	50	3.90	-	-	4533.0557N	1338.5131E
15/02/18	10:36:58	2732	23	4.01	50	3.90	-	-	4533.0557N	1338.5131E
15/02/18	10:36:59	2733	23	4.01	50	3.91	-	-	4533.0557N	1338.5131E
15/02/18	10:37:00	2734	23	4.00	49	3.91	-	-	4533.0557N	1338.5131E
15/02/18	10:37:01	2735	23	3.98	49	3.90	-	-	4533.0557N	1338.5131E
15/02/18	10:37:02	2736	23	3.96	49	3.90	-	-	4533.0557N	1338.5131E
15/02/18	10:37:04	2737	23	3.93	49	3.89	-	-	4533.0557N	1338.5131E
15/02/18	10:37:05	2738	23	3.90	49	3.88	-	-	4533.0557N	1338.5131E
15/02/18	10:37:06	2739	23	3.87	49	3.87	-	-	4533.0557N	1338.5131E
15/02/18	10:37:07	2740	23	3.85	49	3.85	-	-	4533.0557N	1338.5131E
15/02/18	10:37:08	2741	24	3.83	49	3.84	-	-	4533.0557N	1338.5131E
15/02/18	10:37:09	2742	24	3.81	49	3.83	-	-	4533.0557N	1338.5131E
15/02/18	10:37:10	2743	24	3.78	49	3.82	-	-	4533.0557N	1338.5131E
15/02/18	10:37:11	2744	24	3.76	49	3.81	-	-	4533.0557N	1338.5131E
15/02/18	10:37:12	2745	24	3.73	49	3.80	-	-	4533.0557N	1338.5131E
15/02/18	10:37:13	2746	24	3.70	49	3.78	-	-	4533.0557N	1338.5131E
15/02/18	10:37:14	2747	24	3.68	49	3.77	-	-	4533.0557N	1338.4969E
15/02/18	10:37:15	2748	24	3.66	49	3.75	-	-	4533.0557N	1338.4969E
15/02/18	10:37:16	2749	23	3.65	49	3.75	-	-	4533.0557N	1338.4969E
15/02/18	10:37:17	2750	23	3.64	49	3.74	-	-	4533.0557N	1338.4969E
15/02/18	10:37:18	2751	24	3.65	49	3.74	-	-	4533.0557N	1338.4969E
15/02/18	10:37:19	2752	24	3.66	49	3.74	-	-	4533.0557N	1338.4969E
15/02/18	10:37:20	2753	24	3.68	49	3.74	-	-	4533.0557N	1338.4969E
15/02/18	10:37:21	2754	25	3.69	49	3.75	-	-	4533.0557N	1338.4969E
15/02/18	10:37:22	2755	26	3.71	50	3.75	-	-	4533.0557N	1338.4969E
15/02/18	10:37:23	2756	27	3.71	50	3.75	-	-	4533.0557N	1338.4969E
15/02/18	10:37:24	2757	28	3.71	51	3.75	-	-	4533.0557N	1338.4969E
15/02/18	10:37:25	2758	29	3.72	51	3.75	-	-	4533.0557N	1338.4969E
15/02/18	10:37:26	2759	29	3.74	51	3.76	-	-	4533.0557N	1338.4969E
15/02/18	10:37:27	2760	30	3.76	52	3.77	-	-	4533.0557N	1338.4969E
15/02/18	10:37:28	2761	31	3.77	52	3.77	-	-	4533.0557N	1338.4969E
15/02/18	10:37:29	2762	31	3.78	53	3.78	-	-	4533.0557N	1338.4969E
15/02/18	10:37:30	2763	32	3.78	53	3.77	-	-	4533.0557N	1338.4969E
15/02/18	10:37:31	2764	32	3.78	54	3.77	-	-	4533.0557N	1338.4969E
15/02/18	10:37:32	2765	33	3.77	54	3.77	-	-	4533.0557N	1338.4969E
15/02/18	10:37:33	2766	34	3.76	55	3.77	-	-	4533.0557N	1338.4969E
15/02/18	10:37:34	2767	35	3.75	55	3.76	-	-	4533.0557N	1338.4969E
15/02/18	10:37:35	2768	35	3.74	56	3.76	-	-	4533.0557N	1338.4969E
15/02/18	10:37:36	2769	36	3.73	56	3.75	-	-	4533.0557N	1338.4969E
15/02/18	10:37:37	2770	36	3.71	57	3.74	-	-	4533.0557N	1338.4969E
15/02/18	10:37:38	2771	36	3.69	57	3.73	-	-	4533.0557N	1338.4969E
15/02/18	10:37:39	2772	36	3.67	57	3.72	-	-	4533.0557N	1338.4969E
15/02/18	10:37:40	2773	36	3.64	58	3.71	-	-	4533.0557N	1338.4969E
15/02/18	10:37:41	2774	36	3.60	58	3.69	-	-	4533.0557N	1338.4969E
15/02/18	10:37:42	2775	36	3.57	59	3.67	-	-	4533.0557N	1338.4969E
15/02/18	10:37:43	2776	36	3.53	59	3.65	-	-	4533.0557N	1338.4969E
15/02/18	10:37:44	2777	36	3.49	59	3.62	-	-	4533.0557N	1338.4969E
15/02/18	10:37:45	2778	36	3.45	59	3.60	-	-	4533.0557N	1338.4969E
15/02/18	10:37:46	2779	35	3.41	60	3.57	-	-	4533.0557N	1338.4969E
15/02/18	10:37:47	2780	35	3.37	60	3.55	-	-	4533.0557N	1338.4969E
15/02/18	10:37:48	2781	35	3.33	60	3.52	-	-	4533.0557N	1338.4969E
15/02/18	10:37:49	2782	34	3.29	60	3.50	-	-	4533.0557N	1338.4969E
15/02/18	10:37:50	2783	34	3.24	60	3.47	-	-	4533.0557N	1338.4969E
15/02/18	10:37:51	2784	34	3.19	61	3.44	-	-	4533.0557N	1338.4969E
15/02/18	10:37:52	2785	34	3.14	61	3.40	-	-	4533.0557N	1338.4969E
15/02/18	10:37:54	2786	33	3.10	61	3.37	-	-	4533.0557N	1338.4969E
15/02/18	10:37:55	2787	33	3.06	61	3.34	-	-	4533.0557N	1338.4969E
15/02/18	10:37:56	2788	33	3.02	61	3.31	-	-	4533.0557N	1338.4969E
15/02/18	10:37:57	2789	32	2.99	61	3.29	-	-	4533.0557N	1338.4969E
15/02/18	10:37:58	2790	32	2.96	61	3.26	-	-	4533.0557N	1338.4969E
15/02/18	10:37:59	2791	31	2.94	61	3.24	-	-	4533.0557N	1338.4969E
15/02/18	10:38:00	2792	31	2.92	61	3.21	-	-	4533.0557N	1338.4969E
15/02/18	10:38:01	2793	30	2.91	62	3.20	-	-	4533.0557N	1338.4969E
15/02/18	10:38:02	2794	30	2.90	62	3.18	-	-	4533.0557N	1338.4969E
15/02/18	10:38:03	2795	30	2.88	62	3.16	-	-	4533.0557N	1338.4969E
15/02/18	10:38:04	2796	30	2.86	62	3.14	-	-	4533.0557N	1338.4969E
15/02/18	10:38:05	2797	29	2.84	62	3.12	-	-	4533.0557N	1338.4969E
15/02/18	10:38:06	2798	29	2.84	62	3.10	-	-	4533.0557N	1338.4969E
15/02/18	10:38:07	2799	29	2.86	62	3.10	-	-	4533.0557N	1338.4969E
15/02/18	10:38:08	2800	29	2.88	63	3.10	-	-	4533.0557N	1338.4969E
15/02/18	10:38:09	2801	29	2.91	63	3.10	-	-	4533.0557N	1338.4969E
15/02/18	10:38:10	2802	29	2.93	63	3.10	-	-	4533.0557N	1338.4969E
15/02/18	10:38:11	2803	29	2.95	63	3.10	-	-	4533.0557N	1338.4969E
15/02/18	10:38:12	2804	29	2.95	63	3.10	-	-	4533.0557N	1338.4969E
15/02/18	10:38:13	2805	29	2.96	63	3.10	-	-	4533.0557N	1338.4969E
15/02/18	10:38:14	2806	29	2.97	64	3.09	-	-	4533.0557N	1338.4969E
15/02/18	10:38:15	2807	29	2.97	64	3.09	-	-	4533.0557N	1338.4969E
15/02/18	10:38:16	2808	28	2.98	64	3.09	-	-	4533.0557N	1338.4969E
15/02/18	10:38:17	2809	28	2.99	64	3.09	-	-	4533.0557N	1338.4969E
15/02/18	10:38:18	2810	28	3.01	64	3.09	-	-	4533.0557N	1338.4969E
15/02/18	10:38:19	2811	27	3.04	64	3.10	-	-	4533.0557N	1338.4969E
15/02/18	10:38:20	2812	27	3.07	64	3.11	-	-	4533.0557N	1338.4969E
15/02/18	10:38:21	2813	26	3.10	64	3.12	-	-	4533.0557N	1338.4969E
15/02/18	10:38:22	2814	26	3.12	64	3.13	-	-	4533.0557N	1338.4969E
15/02/18	10:38:23	2815	25	3.14	64	3.14	-	-	4533.0557N	1338.4969E
15/02/18	10:38:24	2816	25	3.15	64	3.14	-	-	4533.0557N	1338.4969E
15/02/18	10:38:25	2817	24	3.17	64	3.15	-	-	4533.0557N	1338.4969E
15/02/18	10:38:26	2818	24	3.18	64	3.16	-	-	4533.0557N	1338.4969E
15/02/18	10:38:27	2819	23	3.18	64	3.16	-	-	4533.0557N	1338.4969E
15/02/18	10:38:28	2820	23	3.18	64	3.16	-	-	4533.0557N	1338.4969E
15/02/18	10:38:29	2821	22	3.17	64	3.16	-	-	4533.0557N	1338.4969E
15/02/18	10:38:30	2822	22	3.16	64	3.15	-	-	4533.0557N	1338.4969E
15/02/18	10:38:31	2823	22	3.14	64	3.15	-	-	4533.0557N	1338.4969E
15/02/18	10:38:32	2824	21	3.12	64	3.14	-	-	4533.0557N	1338.4969E
15/02/18	10:38:33	2825	22	3.10	64	3.13	-	-	4533.0557N	1338.4969E
15/02/18	10:38:34	2826	21	3.08	64	3.12	-	-	4533.0557N	1338.4969E
15/02/18	10:38:35	2827	21	3.06	64	3.10	-	-	4533.0557N	1338.4969E
15/02/18	10:38:36	2828	21	3.03	64	3.09	-	-	4533.0557N	1338.4969E
15/02/18	10:38:37	2829	20	3.02	64	3.08	-	-	4533.0557N	1338.4969E
15/02/18	10:38:38	2830	20	3.00	64	3.07	-	-	4533.0557N	1338.4969E
15/02/18	10:38:39	2831	19	2.98	64	3.06	-	-	4533.0557N	1338.4969E
15/02/18	10:38:40	2832	19	2.95	64	3.04	-	-	4533.0557N	1338.4969E
15/02/18	10:38:41	2833	19	2.93	64	3.03	-	-	4533.0557N	1338.4969E
15/02/18	10:38:42	2834	18	2.91	64	3.01	-	-	4533.0557N	1338.4969E
15/02/18	10:38:43	2835	18	2.89	63	3.00	-	-	4533.0557N	1338.4969E
15/02/18	10:38:45	2836	18	2.87	63	2.99	-	-	4533.0557N	1338.4969E
15/02/18	10:38:46	2837	18	2.86	63	2.98	-	-	4533.0557N	1338.4969E
15/02/18	10:38:47	2838	18	2.84	63	2.97	-	-	4533.0557N	1338.4969E
15/02/18	10:38:48	2839	18	2.82	63	2.95	-	-	4533.0557N	1338.4969E
15/02/18	10:38:49	2840	18	2.80	63	2.94	-	-	4533.0557N	1338.4969E
15/02/18	10:38:50	2841	17	2.78	63	2.92	-	-	4533.0557N	1338.4969E
15/02/18	10:38:51	2842	17	2.75	63	2.90	-	-	4533.0557N	1338.4969E
15/02/18	10:38:52	2843	17	2.73	63	2.89	-	-	4533.0557N	1338.4969E
15/02/18	10:38:53	2844	17	2.72	63	2.87	-	-	4533.0557N	1338.4969E
15/02/18	10:38:54	2845	17	2.70	63	2.86	-	-	4533.0557N	1338.4969E
15/02/18	10:38:55	2846	16	2.70	63	2.85	-	-	4533.0557N	1338.4969E
15/02/18	10:38:56	2847	16	2.70	63	2.84	-	-	4533.0557N	1338.4969E
15/02/18	10:38:57	2848	16	2.69	63	2.84	-	-	4533.0557N	1338.4969E
15/02/18	10:38:58	2849	16	2.69	63	2.83	-	-	4533.0557N	1338.4969E
15/02/18	10:38:59	2850	16	2.70	63	2.83	-	-	4533.0557N	1338.4969E
15/02/18	10:39:00	2851	17	2.72	63	2.83	-	-	4533.0557N	1338.4969E
15/02/18	10:39:01	2852	17	2.75	63	2.84	-	-	4533.0557N	1338.4969E
15/02/18	10:39:02	2853	16	2.78	63	2.85	-	-	4533.0557N	1338.4969E
15/02/18	10:39:03	2854	16	2.81	63	2.86	-	-	4533.0557N	1338.4969E
15/02/18	10:39:04	2855	16	2.86	63	2.88	-	-	4533.0557N	1338.4969E
15/02/18	10:39:05	2856	15	2.92	63	2.90	-	-	4533.0557N	1338.4969E
15/02/18	10:39:06	2857	15	2.98	63	2.93	-	-	4533.0557N	1338.4969E
15/02/18	10:39:07	2858	15	3.04	63	2.96	-	-	4533.0557N	1338.4969E
15/02/18	10:39:08	2859	14	3.11	63	3.00	-	-	4533.0557N	1338.4969E
15/02/18	10:39:09	2860	14	3.18	63	3.03	-	-	4533.0557N	1338.4969E
15/02/18	10:39:10	2861	14	3.25	63	3.07	-	-	4533.0557N	1338.4969E
15/02/18	10:39:11	2862	14	3.31	63	3.10	-	-	4533.0557N	1338.4969E
15/02/18	10:39:12	2863	14	3.35	63	3.13	-	-	4533.0557N	1338.4969E
15/02/18	10:39:13	2864	14	3.39	63	3.16	-	-	4533.0557N	1338.4969E
15/02/18	10:39:14	2865	14	3.43	63	3.19	-	-	4533.0557N	1338.4969E
15/02/18	10:39:15	2866	14	3.47	63	3.21	-	-	4533.0557N	1338.4969E
15/02/18	10:39:16	2867	14	3.50	63	3.24	-	-	4533.0557N	1338.4969E
15/02/18	10:39:17	2868	14	3.55	63	3.27	-	-	4533.0557N	1338.4969E
15/02/18	10:39:18	2869	14	3.61	63	3.31	-	-	4533.0557N	1338.4969E
15/02/18	10:39:19	2870	13	3.67	62	3.35	-	-	4533.0557N	1338.4969E
15/02/18	10:39:20	2871	13	3.74	62	3.40	-	-	4533.0557N	1338.4969E
15/02/18	10:39:21	2872	13	3.80	62	3.44	-	-	4533.0557N	1338.4969E
15/02/18	10:39:22	2873	13	3.87	61	3.48	-	-	4533.0557N	1338.4969E
15/02/18	10:39:23	2874	13	3.91	61	3.52	-	-	4533.0557N	1338.4969E
15/02/18	10:39:24	2875	13	3.94	61	3.55	-	-	4533.0557N	1338.4969E
15/02/18	10:39:25	2876	12	3.96	60	3.58	-	-	4533.0557N	1338.4969E
15/02/18	10:39:26	2877	12	3.97	60	3.60	-	-	4533.0557N	1338.4969E
15/02/18	10:39:27	2878	12	3.97	60	3.61	-	-	4533.0557N	1338.4969E
15/02/18	10:39:28	2879	12	3.99	60	3.64	-	-	4533.0557N	1338.4969E
15/02/18	10:39:29	2880	12	4.01	60	3.66	-	-	4533.0557N	1338.4969E
15/02/18	10:39:30	2881	13	4.05	59	3.70	-	-	4533.0557N	1338.4969E
15/02/18	10:39:31	2882	12	4.10	59	3.73	-	-	4533.0557N	1338.4969E
15/02/18	10:39:32	2883	13	4.13	59	3.77	-	-	4533.0557N	1338.4969E
15/02/18	10:39:33	2884	13	4.17	59	3.80	-	-	4533.0557N	1338.4969E
15/02/18	10:39:35	2885	13	4.20	58	3.83	-	-	4533.0557N	1338.4969E
15/02/18	10:39:36	2886	13	4.23	58	3.86	-	-	4533.0557N	1338.4969E
15/02/18	10:39:37	2887	13	4.24	58	3.88	-	-	4533.0557N	1338.4969E
15/02/18	10:39:38	2888	14	4.24	58	3.89	-	-	4533.0557N	1338.4969E
15/02/18	10:39:39	2889	14	4.23	58	3.90	-	-	4533.0557N	1338.4969E
15/02/18	10:39:40	2890	15	4.22	58	3.91	-	-	4533.0557N	1338.4969E
15/02/18	10:39:41	2891	15	4.19	58	3.92	-	-	4533.0557N	1338.4969E
15/02/18	10:39:42	2892	16	4.17	58	3.92	-	-	4533.0557N	1338.4969E
15/02/18	10:39:43	2893	16	4.14	58	3.92	-	-	4533.0557N	1338.4969E
15/02/18	10:39:44	2894	17	4.11	58	3.91	-	-	4533.0557N	1338.4969E
15/02/18	10:39:45	2895	18	4.08	58	3.91	-	-	4533.0557N	1338.4969E
15/02/18	10:39:46	2896	18	4.05	58	3.90	-	-	4533.0557N	1338.4969E
15/02/18	10:39:47	2897	19	4.02	58	3.90	-	-	4533.0557N	1338.4969E
15/02/18	10:39:48	2898	19	3.98	58	3.88	-	-	4533.0557N	1338.4969E
15/02/18	10:39:49	2899	19	3.94	58	3.87	-	-	4533.0557N	1338.4969E
15/02/18	10:39:50	2900	19	3.89	58	3.85	-	-	4533.0557N	1338.4969E
15/02/18	10:39:51	2901	19	3.85	58	3.83	-	-	4533.0557N	1338.4969E
15/02/18	10:39:52	2902	19	3.81	58	3.82	-	-	4533.0557N	1338.4969E
15/02/18	10:39:53	2903	19	3.79	57	3.81	-	-	4533.0557N	1338.4969E
15/02/18	10:39:54	2904	19	3.78	57	3.80	-	-	4533.0557N	1338.4969E
15/02/18	10:39:55	2905	18	3.77	57	3.80	-	-	4533.0557N	1338.4969E
15/02/18	10:39:56	2906	18	3.77	57	3.80	-	-	4533.0557N	1338.4969E
15/02/18	10:39:57	2907	18	3.78	57	3.80	-	-	4533.0557N	1338.4969E
15/02/18	10:39:58	2908	18	3.77	57	3.80	-	-	4533.0557N	1338.4969E
15/02/18	10:39:59	2909	17	3.77	56	3.79	-	-	4533.0557N	1338.4969E
15/02/18	10:40:00	2910	17	3.76	56	3.79	-	-	4533.0557N	1338.4969E
15/02/18	10:40:01	2911	17	3.75	56	3.78	-	-	4533.0557N	1338.4969E
15/02/18	10:40:02	2912	18	3.73	56	3.77	-	-	4533.0557N	1338.4969E
15/02/18	10:40:03	2913	18	3.70	56	3.76	-	-	4533.0557N	1338.4969E
15/02/18	10:40:04	2914	18	3.67	56	3.74	-	-	4533.0557N	1338.4969E
15/02/18	10:40:05	2915	18	3.65	56	3.73	-	-	4533.0557N	1338.4969E
15/02/18	10:40:06	2916	18	3.63	56	3.72	-	-	4533.0557N	1338.4969E
15/02/18	10:40:07	2917	18	3.62	56	3.71	-	-	4533.0557N	1338.4969E
15/02/18	10:40:08	2918	19	3.62	56	3.70	-	-	4533.0557N	1338.4969E
15/02/18	10:40:09	2919	19	3.62	56	3.70	-	-	4533.0557N	1338.4969E
15/02/18	10:40:10	2920	19	3.63	56	3.70	-	-	4533.0557N	1338.4969E
15/02/18	10:40:11	2921	19	3.65	56	3.71	-	-	4533.0557N	1338.4969E
15/02/18	10:40:12	2922	20	3.67	56	3.71	-	-	4533.0557N	1338.4969E
